ad_id,rec_num,coder,NOCODE,NOCODE_TXT,TEXT,VIDEO,IMAGE,LINK,ADREMOVED,NODISCLAIMER,OFFICE1,CAND1,TONE1,OFFICE2,CAND2,TONE2,OFFICE3,CAND3,TONE3,OFFICE4,CAND4,TONE4,OFFICE5,CAND5,TONE5,OFFICE6,CAND6,TONE6,OFFICE7,CAND7,TONE7,OFFICE8,CAND8,TONE8,MORETHAN8,MORETHAN8_TXT,candnumber,othercand1_mnt,othercand1_pic,othercand1_audio,othercand1_ocr,othercand1_txt,othercand2_mnt,othercand2_pic,othercand2_audio,othercand2_ocr,othercand2_txt,othercand3_mnt,othercand3_pic,othercand3_audio,othercand3_ocr,othercand3_txt,othercand4_mnt,othercand4_pic,othercand4_audio,othercand4_ocr,othercand4_txt,othercand5_mnt,othercand5_pic,othercand5_audio,othercand5_ocr,othercand5_txt,DEMMT,GOPMT,FAVORED,MULTI_FAV,TARGETED,MULTI_TGT,NOCAND,FAV1,FAV2,FAV3,FAV4,FAV5,FAV6,FAV7,FAV8,TGT1,TGT2,TGT3,TGT4,TGT5,TGT6,TGT7,TGT8,DONATE,CONTACT,PURCHASE,GOTV,EVENT,POLL,GATHERINFO,LEARNMORE,PRIMARY_PERSUADE,MENTION1,MENTION33,MENTION3,MENTION4,MENTION5,MENTION6,MENTION7,MENTION8,MENTION15,MENTION16,MENTION17,MENTION19,MENTION21,MENTION23,MENTIONCOMM,MENTIONNEIGH,MENTIONTOGETH,MENTION18,MENTION26,MENTIONWC,MENTIONMC,MENTIONUC,TOC_DRUGS,TOC_ECON,TOC_EDU,TOC_ENVT,TOC_ETHICS,TOC_FOREIGN,TOC_HEALTH,TOC_LAW,TOC_SOCIAL,TOC_OTHER,ISSUE210,ISSUE41,ISSUE54,ISSUE106,ISSUE44,ISSUE33,ISSUE22,ISSUE10,ISSUE11,ISSUE12,ISSUE13,ISSUE20,ISSUE18,ISSUE16,ISSUE217,ISSUE17,ISSUE14,ISSUE215,ISSUE23,ISSUE19,ISSUE15,ISSUE21,ISSUE24,ISSUE50,ISSUE51,ISSUE52,ISSUE80,ISSUE82,ISSUE113,ISSUE83,ISSUE84,ISSUE90,ISSUE91,ISSUE92,ISSUE60,ISSUE61,ISSUE62,ISSUE63,ISSUE64,ISSUE68,ISSUE69,ISSUE66,ISSUE67,ISSUE70,ISSUE71,ISSUE72,ISSUE73,ISSUE74,ISSUE75,ISSUE76,ISSUE65,ISSUE114,ISSUE53,ISSUE59,ISSUE58,ISSUE55,ISSUE110,ISSUE218,ISSUE219,ISSUE220,ISSUE208,ISSUE105,ISSUE116,ISSUE117,ISSUE209,ISSUE40,ISSUE45,ISSUE43,ISSUE42,ISSUE212,ISSUE221,ISSUE200,ISSUE95,ISSUE109,ISSUE30,ISSUE32,ISSUE37,GUNPIC,ISSUE108,ISSUE102,ISSUE56,ISSUE57,ISSUE112,ISSUE31,ISSUE101,ISSUE38,ISSUE39,ISSUE34,ISSUE35,ISSUE36,ISSUE107,ISSUE93,ISSUE111,ISSUE94,ISSUE96,ISSUE98,ISSUE99,ISSUE103,ISSUE104,ISSUE118,ISSUE97,ISSUE97_TXT,CAND1_pic,CAND1_pic_tone,CAND2_pic,CAND2_pic_tone,CAND3_pic,CAND3_pic_tone,CAND4_pic,CAND4_pic_tone,CAND5_pic,CAND5_pic_tone,CAND6_pic,CAND6_pic_tone,CAND7_pic,CAND7_pic_tone,CAND8_pic,CAND8_pic_tone,pic_face,pic_color,pic_otherpeople,pic_oth,pic_oth_txt,PAGENAME_INFO,PAGENAME_INFO_TXT,OTHERNOTES,OTHERNOTES_TXT,PROB_VID_NOCODE,PROB_VID_PARTIAL,PROB_DONTUSE,PROB_SPANISH,PROB_OTH,PROB_QUEST,PROB_OTH_TXT,PROB_QUEST_TXT,NOMINATE,NOMINATE_TXT
x_2713271785606654,10127,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Joe Biden,In a way to show disaproval or opposition,U.S. House,Nancy Pelosi,In a way to show disaproval or opposition,U.S. Senate,Chuck Schumer,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,, ,3,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show disapproval or opposition",No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Joe Biden,In a way to show disaproval or opposition,Nancy Pelosi,In a way to show disaproval or opposition,Chuck Schumer,In a way to show disaproval or opposition,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",Color (black and white/gray),,, ,Yes,Favored Candidate: Brian Kemp,, ,,,,,,, , ,, 
x_1086177508466820,10128,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),"""Ad violates FB's advertising polciies""",,Other national politician,Barack Obama,In a way to show approval or support,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,, ,2,,Pictured in image or video,,Mentioned in on-screen text of video or image,Nakita Hemingway,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Barack Obama,In a way to show approval or support,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, 
x_1070435670078177,10129,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,U.S. Senate,Chuck Schumer,In a way to show disaproval or opposition,U.S. Senate,Steven Daines,In a way to show approval or support,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,Steven Daines,,,,,,,Chuck Schumer,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1009862792792391,10130,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,Solicitation of viewers' email/name/information (other than a poll),,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,Foreign/Defense Policy,,,,,,,,,,,,,,,,,Employment / Jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Donald Trump,In a way to show approval or support,,,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, 
x_1179645089102222,10131,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Donald Trump,In a way to show approval or support,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show disaproval or opposition,U.S. House,Ilhan Omar,In a way to show disaproval or opposition,U.S. House,Nancy Pelosi,In a way to show disaproval or opposition,U.S. House,Alexandria Ocasio-Cortez,In a way to show disaproval or opposition,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,, ,6,,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Jack Couch,Mentioned in text of the ad,,,,Felicia Rabourn,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,,,,,Down-ballot candidate/governor,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,Community,,,,,,,,,Economic Policy,,,,,,Law & Order,Social/Social Welfare Issues,,,,,,,,,,,Government Spending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Police/police brutality/Racial Violence,Protests/riots,,,,Abortion,,Guns,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1005047663255728,10132,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,U.S. Senate,Sara Gideon,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Sara Gideon,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,,Medicare,,Medical Bills,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_3418880444859825,10133,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,U.S. House,Troy Balderson,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Troy Balderson,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Troy Balderson,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_633391557570620,10134,mchurch@wesleyan.edu,, ,Text,Video(s),,,,,U.S. House,Collin Peterson,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Collin Peterson,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_699965907540525,10135,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,President,Donald Trump,In a way to show approval or support,,,,,,,,,,,,,,,,,,,, ,2,Mentioned in text of the ad,Pictured in image or video,,,Jonathan Wichmann,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Police/police brutality/Racial Violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Down-ballot candidate/governor,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_2704481299856330,10136,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Anselm Weber,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,Environment/Energy,,,,,,,,,,,,,,,,,,,Employment / Jobs,Business,,,,,,,,,,,,,Environment (generic reference),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1011497412632187,10137,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,In a way to show disaproval or opposition,President,Joe Biden,In a way to show approval or support,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,"Yes, in a way to show disapproval or opposition",One favored candidate,,One targeted candidate,,,,Joe Biden,,,,,,,Donald Trump,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Donald Trump,In a way to show disaproval or opposition,Joe Biden,In a way to show approval or support,,,,,,,,,,,,,,Color (black and white/gray),,, ,No, ,, ,,,,,,, , ,, 
x_1019454045145899,10138,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,U.S. House,Nancy Goroff,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Nancy Goroff,,,,,,,,,,,,,,,,,,,GOTV efforts (get out the vote),,,,Invite the viewer to learn more about a group/candidate,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1767213343426665,10139,mchurch@wesleyan.edu,Unable to view any part of the ad,Video will not play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,0,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_659740014677057,10140,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,Unclear whether support or opposition,Down-ballot candidate/governor,Down-ballot candidate/governor,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,,, ,2,Mentioned in text of the ad,,,Mentioned in on-screen text of video or image,Karen Fann,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,Asks the viewer to fill out a survey/poll,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Donald Trump,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1652950271545771,10141,mchurch@wesleyan.edu,, ,Text,,Still images(s),,,,President,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,"Yes, in a way to show disapproval or opposition",,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,Foreign/Defense Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Military/Defense (generic reference),,Veterans,,,,,,Afghanistan/War in Afghanistan,,,,,,Russia/Putin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1795589323924100,10142,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,U.S. House,Kathleen Williams,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Kathleen Williams,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,,Law & Order,,,,,,,,,,,,Government Spending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Police/police brutality/Racial Violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1017633348733483,10143,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,Kristine Howard,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Environment/Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environment (generic reference),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, 
x_1278262322524818,10144,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,President,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,, ,2,Mentioned in text of the ad,Pictured in image or video,Mentioned in audio of video,,David Chiu,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,Together,,,,,,,Economic Policy,,,,,Health/Healthcare,,Social/Social Welfare Issues,,,,,,,,,,,,,,Employment / Jobs,Business,,,,,,,,Housing / Sub-prime Mortgages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,Seniors (not Medicare),,,,,,,Civil Rights/Racial Discrimination,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_310973646873359,10145,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Meg Cappel,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,Education/Child Care/Family Leave,,,,,,,,,,,,,,,,,Government Spending,,,Employment / Jobs,Business,,,Minimum Wage/Wages,,,,,,,Education/Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1194023907658592,10146,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Donald Trump,In a way to show approval or support,U.S. Senate,Mitch McConnell,In a way to show approval or support,U.S. Senate,Chuck Schumer,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,, ,3,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show disapproval or opposition",No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1035004750271252,10147,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,U.S. Senate,Raphael Warnock,In a way to show approval or support,U.S. Senate,Kelly Loeffler,In a way to show disaproval or opposition,,,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,"Yes, in a way to show disapproval or opposition",One favored candidate,,One targeted candidate,,,Raphael Warnock,,,,,,,,,Kelly Loeffler,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Voting Rights,Raphael Warnock,In a way to show approval or support,Kelly Loeffler,In a way to show disaproval or opposition,,,,,,,,,,,,,,Color (black and white/gray),,, ,No, ,, ,,,,,,, , ,, 
x_1001147867017340,10148,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,Solicitation of viewers' email/name/information (other than a poll),,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,Foreign/Defense Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terror/Terrorism/Terrorist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_390110709034260,10149,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),"""Ad violates FB's advertising polciies""",,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,Mentioned in on-screen text of video or image,Stephanie Anderson,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1522149657995544,10150,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,U.S. House,Don Young,In a way to show disaproval or opposition,U.S. House,Alyse Galvin,In a way to show approval or support,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,Alyse Galvin,,,,,,,Don Young,,,,,,,,Request for donations,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_453410988932857,10151,mchurch@wesleyan.edu,, ,Text,,Still images(s),,,,U.S. Senate,Amy Klobuchar,In a way to show approval or support,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,, ,2,Mentioned in text of the ad,Pictured in image or video,,,Matt Little,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Amy Klobuchar,Unclear whether support or opposition,Down-ballot candidate/governor,Unclear whether support or opposition,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1044698316006208,10152,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,Pictured in image or video,,Mentioned in on-screen text of video or image,Christine Morse,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,"Other people included in ad (military, doctor, etc.)",, ,No, ,, ,,,,,,, , ,, 
