advertiser_id,advertiser_namex,advertiser_name,public_ids_list,date_wmpcoded,search_status,sponsor_name,sponsor_cmag,wmp_spontype,wmp_govtorcand,wmp_grouptype,wmp_groupflag,wmp_multisponsor,wmp_office,ontv2022,cand_fav,wmpid,sen_fecid,sen_cycle,sen_state,sen_party,sen_cdstatus,hse_fecid,hse_cycle,hse_state,hse_district,hse_party,hse_cdstatus,db_state,wmp_sen,wmp_hse,wmp_gov,wmp_db,type_cmag,type_scsp,wmptempid,wmp_spontype_new,search_status_new,party_all_new,regions,elections,party_all,Party_abbrev,wmp_notes,advertiser_namey,COMMID,EIN,Committee_Name,Jurisdiction,per_Website,com_Website,R_type,N_type,FirstLast,Prefix,Firstname,MiddleName,Lastname,Suffix,Party_Name,disclose,vw_pt,advertiser_name63,s_09042022to111122,s_011021to111222,codedbywmp,onlycodedbyOS,onlyingooglespend,updated_011725,unmatchedv2,cand_id,notes,matchto_adidmap,old_name,new_name,matchto_oldadidmap,source,cmag_sponsor,wmp_candidate,cmte_id,cmte_nm,advertiser_id_tomerge,advertiser_ids
AR00110813592210636801,LYDIA BEAN FOR CONGRESS,LYDIA BEAN FOR CONGRESS,FEC ID C00770388,13sep2022,1,"BEAN, LYDIA","BEAN, LYDIA",campaign,1,NA,0,0,us house,NA,"BEAN, LYDIA",WMPID4642,,NA,NA,,NA,H2TX06236,NA,TX,6,DEM,OPEN,NA,0,1,0,NA,0,0,630,NA,NA,,NA,NA,DEM,DEM,,LYDIA BEAN FOR CONGRESS,C00770388,NA,LYDIA BEAN FOR CONGRESS,US,https://www.fec.gov/data/candidate/H2TX06236/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00770388,House,Candidate,NA,NA,Lydia,NA,Bean,NA,Democratic,NA,NA,LYDIA BEAN FOR CONGRESS,0,3200,1,,,,,H2TX06236,,Matched (3),,,Master only (1),,,,,,AR00110813592210636801,AR00110813592210636801|AR465982957815857152
AR00116969757814554625,Normoyle for Congress,Normoyle for Congress,FEC ID C00792077,13sep2022,1,"NORMOYLE, ANGELA H.","NORMOYLE, ANGELA H.",campaign,1,NA,0,0,us house,NA,"NORMOYLE, ANGELA H.",WMPID4204,,NA,NA,,NA,H2IL17113,NA,IL,17,DEM,OPEN,NA,0,1,0,NA,0,0,839,NA,NA,,NA,NA,DEM,DEM,,Normoyle for Congress,C00792077,NA,NORMOYLE FOR CONGRESS,US,https://www.fec.gov/data/candidate/H2IL17113/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00792077,House,Candidate,NA,NA,Angie,NA,Normoyle,NA,Democratic,NA,NA,Normoyle for Congress,0,800,1,,,,,H2IL17113,,Master only (1),,,Master only (1),,,,,,AR00116969757814554625,AR00116969757814554625
AR00126576190906433537,NA,First Tuesday PAC,NA,NA,NA,NA,NA,group,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,First Tuesday PAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,First Tuesday PAC,45700,45700,,1,,1,,,,Matched (3),FIRST TUESDAY PAC,First Tuesday PAC,Matched (3),,,,,,AR00126576190906433537,AR00126576190906433537|AR301132801506279424
AR00128067403551604737,VAN HOLLEN FOR SENATE,VAN HOLLEN FOR SENATE,FEC ID C00573758,02sep2022,1,"VAN HOLLEN, CHRIS","VAN HOLLEN, CHRIS",campaign,1,NA,0,0,us senate,NA,NA,WMPID1510,S6MD03441,NA,MD,DEM,INCUMBENT,,NA,NA,NA,,NA,NA,1,0,0,0,0,0,316,NA,NA,,NA,NA,DEM,DEM,,VAN HOLLEN FOR SENATE,C00573758,NA,VAN HOLLEN FOR SENATE,US,https://www.fec.gov/data/candidate/S6MD03441/?cycle=2020&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00573758,Senate,Candidate,NA,NA,Chris,Chris,Van Hollen,NA,Democratic,NA,NA,VAN HOLLEN FOR SENATE,83800,87300,1,,,,,S6MD03441,,Matched (3),,,Master only (1),,,,,,AR00128067403551604737,AR00128067403551604737|AR299731473936678912
AR00133696903085817857,ROMNEY FOR UTAH INC,ROMNEY FOR UTAH INC,FEC ID C00670695,13sep2022,2,"ROMNEY, MITT","ROMNEY, MITT",campaign,1,NA,0,0,us senate - other cycle,NA,"ROMNEY, MITT",WMPID1550,,2024,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,798,NA,NA,,NA,NA,REP,REP,,ROMNEY FOR UTAH INC,C00670695,NA,ROMNEY FOR UTAH INC,US,https://www.fec.gov/data/candidate/S8UT00176/?cycle=2018&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00670695,Senate,Candidate,NA,NA,Mitt,NA,Romney,NA,Republican,NA,NA,ROMNEY FOR UTAH INC,0,3300,1,,,,,,,Matched (3),,,Master only (1),,,,C00670695,ROMNEY FOR UTAH INC,AR00133696903085817857,AR00133696903085817857|AR229349329461051392
AR00134422305882243073,Pat Dowell for Congress,Pat Dowell for Congress,FEC ID C00799650,13sep2022,1,"DOWELL, PATRICIA R","DOWELL, PAT",campaign,1,NA,0,0,us house,NA,"DOWELL, PATRICIA R",WMPID1864,,NA,NA,,NA,H2IL01281,NA,IL,1,DEM,OPEN,NA,0,1,0,NA,0,0,489,NA,NA,,NA,NA,DEM,DEM,,Pat Dowell for Congress,C00799650,NA,PAT DOWELL FOR CONGRESS,US,https://www.fec.gov/data/candidate/H2IL01281/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00799650,House,Candidate,NA,NA,Pat,NA,Dowell,NA,Democratic,NA,NA,Pat Dowell for Congress,0,5300,1,,,,,H2IL01281,,Matched (3),,,Master only (1),,,,,,AR00134422305882243073,AR00134422305882243073|AR565348366238613504
AR00135717736738193409,FRIENDS OF JERRY NEYER,FRIENDS OF JERRY NEYER,Registered in US-MI 520486,17oct2022,NA,FRIENDS OF JERRY NEYER,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,MI,0,0,0,1,0,0,1193,campaign,NA,,NA,NA,,,,FRIENDS OF JERRY NEYER,NA,NA,"NEYER, JERRY",NA,NA,NA,NA,NA,NA,NA,Jerry,NA,Neyer,NA,,NA,NA,FRIENDS OF JERRY NEYER,1400,1400,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR00135717736738193409,AR00135717736738193409
AR00147294838264430593,Conservatives for John,Conservatives for John,Registered in US-AZ 10073,17oct2022,NA,CONSERVATIVES FOR JOHN,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,AZ,0,0,0,1,0,0,1983,campaign,NA,,NA,NA,,,,Conservatives for John,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Conservatives for John,0,3800,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR00147294838264430593,AR00147294838264430593
AR00151210748926754817,NA,COMMITTEE TO ELECT PAMELA GOYNES-BROWN,NA,NA,NA,NA,NA,campaign,NA,NA,NA,NA,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,COMMITTEE TO ELECT PAMELA GOYNES-BROWN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,COMMITTEE TO ELECT PAMELA GOYNES-BROWN,0,1600,,1,,1,,,,Matched (3),,,Master only (1),,,,,,AR00151210748926754817,AR00151210748926754817|AR169936359660716032
AR00157705495392550913,NA,EDWIN M. LEE ASIAN PACIFIC DEMOCRATIC CLUB VOTER GUIDE,NA,NA,NA,NA,NA,group,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,DEM,,,EDWIN M. LEE ASIAN PACIFIC DEMOCRATIC CLUB VOTER G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,EDWIN M. LEE ASIAN PACIFIC DEMOCRATIC CLUB VOTER GUIDE,2000,2000,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR00157705495392550913,AR00157705495392550913
AR00161760562995265537,LISA BLUNT ROCHESTER FOR CONGRESS,Lisa Blunt Rochester for Congress,FEC ID C00590778,17oct2022,NA,"BLUNT ROCHESTER, LISA","BLUNT ROCHESTER, LISA",campaign,1,NA,0,0,us house,NA,"BLUNT ROCHESTER, LISA",WMPID959,,NA,NA,,NA,H6DE00206,2022,DE,0,DEM,INCUMBENT,NA,0,1,0,NA,0,0,2427,campaign,NA,,NA,NA,DEM,DEM,,LISA BLUNT ROCHESTER FOR CONGRESS,C00590778,NA,LISA BLUNT ROCHESTER FOR CONGRESS,US,https://www.fec.gov/data/candidate/H6DE00206/?cycle=2018&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00590778,House,Candidate,NA,NA,Lisa,Blunt,Rochester,NA,Democratic,NA,NA,Lisa Blunt Rochester for Congress,26700,26700,1,,,,,H6DE00206,,Matched (3),,,Master only (1),,,,C00590778,LISA BLUNT ROCHESTER FOR CONGRESS,AR00161760562995265537,AR00161760562995265537|AR359888847468756992
AR00164856787739082753,MONICA DE LA CRUZ HERNANDEZ FOR US CONGRESS,MONICA DE LA CRUZ HERNANDEZ FOR US CONGRESS,FEC ID C00723072,13sep2022,1,"DE LA CRUZ, MONICA","DE LA CRUZ HERNANDEZ, MONICA",campaign,1,NA,0,0,us house,NA,"DE LA CRUZ, MONICA",WMPID654,,NA,NA,,NA,H0TX15124,NA,TX,15,REP,CHALLENGER,NA,0,1,0,NA,0,0,835,NA,NA,,NA,NA,REP,REP,,MONICA DE LA CRUZ HERNANDEZ FOR US CONGRESS,C00723072,NA,MONICA DE LA CRUZ HERNANDEZ FOR US CONGRESS,US,https://www.fec.gov/data/candidate/H0TX15124/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00723072,House,Candidate,NA,NA,Monica,NA,De La Cruz,NA,Republican,NA,NA,MONICA DE LA CRUZ HERNANDEZ FOR US CONGRESS,0,9900,1,,,,,H0TX15124,,Matched (3),,,Master only (1),,,,,,AR00164856787739082753,AR00164856787739082753|AR20230223677095936
AR00167636353134100481,BURNSFORNH % ROBERT BURNS,BURNSFORNH % ROBERT BURNS,EIN ID 86-3805388,31oct2022,NA,BURNSFORNH % ROBERT BURNS,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NH,0,0,0,1,0,0,2965,campaign,NA,,US,NA,,,,BURNSFORNH % ROBERT BURNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,BURNSFORNH % ROBERT BURNS,8000,13800,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR00167636353134100481,AR00167636353134100481|AR436527384905121792
AR00168733322141237249,ALLIANCE FOR COMMON SENSE,ALLIANCE FOR COMMON SENSE,NA,02sep2022,1,ALLIANCE FOR COMMON SENSE,ALLIANCE FOR COMMON SENSE,group,0,NA,1,0,,1,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,0,1,0,324,NA,NA,,NA,NA,DEM,,,ALLIANCE FOR COMMON SENSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,ALLIANCE FOR COMMON SENSE,867000,915300,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR00168733322141237249,AR00168733322141237249
AR00170851600011624449,ACTIVOTE INC,ActiVote Inc,EIN ID 83-2996209,17oct2022,NA,ACTIVOTE INC,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,2718,group,NA,,NA,NA,,,,ACTIVOTE INC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,ActiVote Inc,8500,19400,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR00170851600011624449,AR00170851600011624449|AR167291896756961280
AR00176323800663588865,NA,FRIENDS OF NATASHA MARCUS,NA,NA,NA,NA,NA,campaign,NA,NA,NA,NA,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,FRIENDS OF NATASHA MARCUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,FRIENDS OF NATASHA MARCUS,1700,1700,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR00176323800663588865,AR00176323800663588865
AR00177863116942475265,OKLAHOMA LIBERTY INITIATIVE,OKLAHOMA LIBERTY INITIATIVE,EIN ID 88-3596081,31oct2022,NA,OKLAHOMA LIBERTY INITIATIVE,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,OK,0,0,0,NA,0,0,2921,group,NA,,US,NA,,,,OKLAHOMA LIBERTY INITIATIVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OKLAHOMA LIBERTY INITIATIVE,145700,145700,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR00177863116942475265,AR00177863116942475265
AR00179971980244549633,NA,PA FAMILY PAC,NA,NA,NA,NA,NA,group,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,PA FAMILY PAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,PA FAMILY PAC,2400,2400,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR00179971980244549633,AR00179971980244549633
AR00181891521388216321,RGA Arizona PAC,RGA Arizona PAC,Registered in US-AZ 101081,17oct2022,NA,RGA ARIZONA PAC,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,AZ,0,0,0,NA,0,0,2443,group,NA,,NA,NA,REP,,,RGA Arizona PAC,NA,NA,REPUBLICAN GOVERNORS ASSOCIATION,CA,NA,NA,NA,Ballot,NA,NA,NA,NA,NA,NA,,NA,NA,RGA Arizona PAC,82000,87100,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR00181891521388216321,AR00181891521388216321|AR321663466735665152
AR00184243033162645505,Grant Hauschild for MN Senate Committee,Grant Hauschild for MN Senate Committee,Registered in US-MN 18873,02sep2022,NA,"HAUSCHILD, GRANT","HAUSCHILD, GRANT",campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,MN,0,0,0,1,0,0,112,NA,NA,,NA,NA,,,,Grant Hauschild for MN Senate Committee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Grant Hauschild for MN Senate Committee,3800,4000,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR00184243033162645505,AR00184243033162645505
AR00184362398893735937,VALUE THEM BOTH ASSOCIATION,VALUE THEM BOTH ASSOCIATION,EIN ID 84-4564190,17oct2022,NA,VALUE THEM BOTH ASSOCIATION,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,2364,group,NA,,NA,NA,,,,VALUE THEM BOTH ASSOCIATION,NA,NA,VALUE THEM BOTH,KS,NA,NA,NA,Ballot,NA,NA,NA,NA,NA,NA,,NA,NA,VALUE THEM BOTH ASSOCIATION,0,108400,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR00184362398893735937,AR00184362398893735937|AR355549092253794304
AR12095528268120195073,JAMEE JOLLY CAMPAIGN THE,JAMEE JOLLY CAMPAIGN THE,EIN ID 87-3899746,31oct2022,NA,JAMEE JOLLY CAMPAIGN THE,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,TX,0,0,0,1,0,0,3399,campaign,NA,,US,NA,,,,JAMEE JOLLY CAMPAIGN THE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,JAMEE JOLLY CAMPAIGN THE,9700,21900,1,,,,,,,Master only (1),JAMEE JOLLY CAMPAIGN THE,JAMEE JOLLY CAMPAIGN THE,Matched (3),old_id,,,,,AR00188465501410689025,AR00188465501410689025|AR12095528268120195073
AR00190535332049977345,John Anderson For Sheriff,John Anderson For Sheriff,Registered in US-CO 20135025446,17oct2022,NA,JOHN ANDERSON FOR SHERIFF,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,CO,0,0,0,1,0,0,2408,campaign,NA,,NA,NA,,,,John Anderson For Sheriff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,John Anderson For Sheriff,0,1700,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR00190535332049977345,AR00190535332049977345
AR00192021871770730497,OKLAHOMA FEDERATION FOR CHILDREN ACTION FUND,OKLAHOMA FEDERATION FOR CHILDREN ACTION FUND,Registered in US-OK 7616,17oct2022,NA,OKLAHOMA FEDERATION FOR CHILDREN ACTION FUND,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,OK,0,0,0,NA,0,0,1220,group,NA,,NA,NA,,,,OKLAHOMA FEDERATION FOR CHILDREN ACTION FUND,NA,NA,AMERICAN FEDERATION FOR CHILDREN,WI,NA,NA,NA,Independent Spender,NA,NA,NA,NA,NA,NA,,NA,NA,OKLAHOMA FEDERATION FOR CHILDREN ACTION FUND,4900,36500,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR00192021871770730497,AR00192021871770730497
AR00194130185316990977,NA,AMERICAN COUNCIL OF LIFE INSURERS,NA,NA,NA,NA,NA,group,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,AMERICAN COUNCIL OF LIFE INSURERS,C00147066,NA,AMERICAN COUNCIL OF LIFE INSURERS POLITICAL ACTION COMMITTEE,US,NA,https://www.fec.gov/data/committee/C00147066,PAC - qualified,PACs,NA,NA,NA,NA,NA,NA,,NA,NA,AMERICAN COUNCIL OF LIFE INSURERS,8900,8900,,1,,1,,,,Master only (1),AMERICAN COUNCIL OF LIFE INSURERS INC,AMERICAN COUNCIL OF LIFE INSURERS,Matched (3),,,,,,AR00194130185316990977,AR00194130185316990977
AR00204907804450881537,AKANA FOR CONGRESS,AKANA FOR CONGRESS,FEC ID C00742221,17oct2022,NA,"AKANA, JOSEPH","AKANA, JOSEPH",campaign,1,NA,0,0,us house,NA,"AKANA, JOSEPH",WMPID206,,NA,NA,,NA,H0HI02213,2022,HI,2,REP,NA,NA,0,1,0,NA,0,0,2036,campaign,NA,,NA,NA,REP,REP,,AKANA FOR CONGRESS,C00742221,NA,AKANA FOR CONGRESS,US,https://www.fec.gov/data/candidate/H0HI02213/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00742221,House,Candidate,NA,NA,Joe,NA,Akana,NA,Republican,NA,NA,AKANA FOR CONGRESS,1400,1400,1,,,,,H0HI02213,,Master only (1),,,Master only (1),,,,,,AR00204907804450881537,AR00204907804450881537
AR00211383996657958913,WINKLER FOR HENNEPIN,WINKLER FOR HENNEPIN,EIN ID 87-2611979,17oct2022,NA,WINKLER FOR HENNEPIN,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,1,0,0,1235,campaign,NA,,NA,NA,,,,WINKLER FOR HENNEPIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,WINKLER FOR HENNEPIN,0,9900,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR00211383996657958913,AR00211383996657958913|AR568145798697582592
AR00211449623758241793,NA,Fuerte Arts Movement,NA,NA,NA,NA,NA,group,NA,NA,NA,NA,ballot measure,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,Fuerte Arts Movement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Fuerte Arts Movement,1800,1800,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR00211449623758241793,AR00211449623758241793
AR00217593969612161025,NA,BRONKO FOR NAUGATUCK,NA,NA,NA,NA,NA,campaign,NA,NA,NA,NA,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,BRONKO FOR NAUGATUCK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,BRONKO FOR NAUGATUCK,3800,3800,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR00217593969612161025,AR00217593969612161025
AR00218899983267528705,JASON ORTIZ,JASON ORTIZ,NA,17oct2022,NA,JASON ORTIZ,NA,unclear could be campaign,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,1546,unclear could be campaign,NA,,NA,NA,,,,JASON ORTIZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,JASON ORTIZ,0,500,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR00218899983267528705,AR00218899983267528705|AR473552854854926336
AR00221151783081213953,"FWD.US EDUCATION FUND, INC.","FWD.US EDUCATION FUND, INC.",EIN ID 82-0962378,31oct2022,NA,"FWD.US EDUCATION FUND, INC.",NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,3002,group,NA,,US,NA,,,,"FWD.US EDUCATION FUND, INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,"FWD.US EDUCATION FUND, INC.",1600,1600,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR00221151783081213953,AR00221151783081213953|AR519023776696893440
AR00226646042685210625,Friends for Kathy Hochul,Friends for Kathy Hochul,Registered in US-NY,17oct2022,NA,"HOCHUL, KATHY","HOCHUL, KATHY",campaign,1,NA,0,0,governor,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NY,0,0,1,NA,0,0,1277,campaign,NA,,NA,NA,DEM,,,Friends for Kathy Hochul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Friends for Kathy Hochul,159400,436700,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR00226646042685210625,AR00226646042685210625|AR233484283455471616
AR00227045371564523521,NA,SAVE JOHN F KENNEDY PROMENADE,NA,NA,NA,NA,NA,group,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,SAVE JOHN F KENNEDY PROMENADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,SAVE JOHN F KENNEDY PROMENADE,15800,15800,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR00227045371564523521,AR00227045371564523521
AR00240438316544032769,Debbie Warner,Debbie Warner,Registered in US-WV 134040,17oct2022,NA,DEBBIE WARNER,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,WV,0,0,0,1,0,0,2003,campaign,NA,,NA,NA,,,,Debbie Warner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Debbie Warner,6300,8400,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR00240438316544032769,AR00240438316544032769|AR97878765622788096
AR00242508696939134977,NA,SEAN BAGNIEWSKI FOR IOWA,NA,NA,NA,NA,NA,campaign,NA,NA,NA,NA,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,SEAN BAGNIEWSKI FOR IOWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,SEAN BAGNIEWSKI FOR IOWA,0,1000,,1,,1,,,,Matched (3),,,Master only (1),,,,,,AR00242508696939134977,AR00242508696939134977|AR481547988016037888
AR00244757198217936897,MORAN FOR KANSAS,MORAN FOR KANSAS,FEC ID C00458315,13sep2022,1,"MORAN, JERRY","MORAN, JERRY",campaign,1,NA,0,0,us senate,NA,"MORAN, JERRY",WMPID1352,S0KS00091,NA,KS,REP,INCUMBENT,,NA,NA,NA,,NA,NA,1,0,0,NA,0,0,543,NA,NA,,NA,NA,REP,REP,,MORAN FOR KANSAS,C00458315,NA,MORAN FOR KANSAS,US,https://www.fec.gov/data/candidate/S0KS00091/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00458315,Senate,Candidate,NA,NA,Jerry,NA,Moran,NA,Republican,NA,NA,MORAN FOR KANSAS,21600,23800,1,,,,,S0KS00091,,Matched (3),,,Master only (1),,,,,,AR00244757198217936897,AR00244757198217936897|AR530713062768902144
AR00248173380845436929,NA,DR JANE GILLETTE FOR MONTANA,NA,NA,NA,NA,NA,campaign,NA,NA,NA,NA,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,REP,,,DR JANE GILLETTE FOR MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,DR JANE GILLETTE FOR MONTANA,3300,3600,,1,,1,,,,Matched (3),,,Master only (1),,,,,,AR00248173380845436929,AR00248173380845436929|AR560641322600366080
AR00256411128119164929,NA,COMPETE DIGITAL LLC,NA,NA,NA,NA,NA,group,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,COMPETE DIGITAL LLC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,COMPETE DIGITAL LLC,900,5100,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR00256411128119164929,AR00256411128119164929
AR00260516704537280513,WALKER FOR INDIANA,WALKER FOR INDIANA,Registered in US-IN,17oct2022,NA,WALKER FOR INDIANA,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,IN,0,0,0,1,0,0,2719,campaign,NA,,NA,NA,,,,WALKER FOR INDIANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,WALKER FOR INDIANA,1100,1100,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR00260516704537280513,AR00260516704537280513
