advertiser_id,advertiser_name,wmp_office,wmp_spontype,wmp_spontype_new,wmpid,cand_id
AR10249823728305176577,KATIE ARRINGTON FOR CONGRESS,us house,campaign,,WMPID4349,H2SC01150
AR01663538621556195329,BRAD BLAKE FOR COUNTY COMMISSIONER,down ballot,campaign,campaign,,
AR00967988734056202241,Judy Stahl for Congress,us house,campaign,,WMPID2199,H2AZ04192
AR13485743898332495873,"PIC 2021, Inc",,group,group,,
AR01677653602077769729,CLIMATE POWER ACTION,,group,,,
AR12933969106217992193,Progressive Turnout Project,,group,group,,
AR04403552934055378945,Lacy Cooper,,unclear could be campaign,unclear could be campaign,,
AR04124878207302238209,MONICA FOR CONGRESS,us house,campaign,,WMPID654,H0TX15124
AR12109838068358316033,Keep California Golden PAC,,group,group,,
AR18068072681420357633,SPANBERGER FOR CONGRESS,us house,campaign,,WMPID1269,H8VA07094
AR05149580988069707777,JESSICA CISNEROS FOR CONGRESS,us house,campaign,,WMPID3893,H0TX28077
AR02110914578454937601,CAMPAIGN OF ANN JOHNSON STEWART,down ballot,campaign,campaign,,
AR02706817719994417153,Coder for Congress,us house,campaign,,WMPID4046,H2PA17186
AR04593302596327833601,A4 MEDIA DATA SOLUTIONS LLC,,group,group,,
AR15371260929555562497,"WITH HONOR ACTION, INC.",,group,group,,
AR17609767304063614977,All For Our Country,,group,group,,
AR17415134573213253633,Hageman for Wyoming,us house,campaign,,WMPID4061,H2WY00166
AR03566384024752488449,Josiah ONeil for Congress,us house,campaign,,WMPID3361,H2CA49275
AR05249212065989525505,FRIENDS OF KARL FRISCH,down ballot,campaign,campaign,,
AR12619561557232189441,Nick DiCeglie Campaign,down ballot,campaign,campaign,,
AR08066422333960617985,REP. STEVEN HORSFORD - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID819,H2NV04011
AR03738793495301718017,BOHMER4SENATE,down ballot,campaign,campaign,,
AR08123245094884081665,ALASKANS FOR NICK BEGICH,us house,campaign,,WMPID4003,H2AK01083
AR17260573200039804929,Solutions for Arizona,,group,group,,
AR17692731297534836737,SOUTH DAKOTANS FOR FAIR ELECTIONS,,group,group,,
AR18261811303158906881,"For West Virginia's Future, Inc",,group,group,,
AR04759949732594319361,Unreported Story Society,,group,group,,
AR10732553313363951617,DALE STRONG FOR CONGRESS,us house,campaign,,WMPID3188,H2AL05102
AR13423454090717822977,CASEY FOR CONGRESS,us house,campaign,,WMPID2670,H2AL05128
AR11227949272374706177,JOSH GOTTHEIMER FOR CONGRESS,us house,campaign,,WMPID1000,H6NJ05171
AR09754389286387449857,Committee to Elect Maura Healey,governor,campaign,campaign,,
AR00764926253714112513,"Yes on 27 - Californians for Solutions to Homelessness and Mental Health Support, a Coalition of Housing and Mental Health Experts, Concerned Taxpayers and Digital Sports Entertainment and Gaming Companies",,group,group,,
AR11838187021883408385,RETIRED AMERICANS PAC,,group,group,,
AR09406243223103340545,DR FRIESE FOR ARIZONA,us house,campaign,campaign,WMPID2365,H2AZ02329
AR01338409803407425537,DANIEL HERNANDEZ FOR CONGRESS,us house,campaign,,WMPID2455,H2AZ02345
AR18259111933393240065,STRONG COLORADO FOR ALL,,group,group,,
AR07446197720336826369,Mike Thompson for Congress,us house,campaign,campaign,WMPID1049,H8CA01109
AR05154845174865592321,ALAN SIMS FOR CONGRESS,us house,campaign,,WMPID2947,H2GA10216
AR10524408065644560385,Barton for Congress,us house,campaign,,WMPID4508,H2SC07298
AR13403089486103969793,SHOW ME VALUES PAC,,group,,,
AR02425528560748855297,ADVANCING CONSERVATIVE VALUES INC,,group,,,
AR08197136880475570177,Wyoming Realtors Inc,,group,group,,
AR02517227005871652865,Norton for Congress,us house,campaign,,WMPID4158,H2AZ06247
AR07841493797157470209,Senate Majority Fund,,group,,,
AR16936315126380756993,Brandon Beckham,,unclear could be campaign,unclear could be campaign,,
AR05490808305716559873,"Yes on Proposition 1, supported by health care organizations, Planned Parenthood Affiliates of California and Senator Toni Atkins Ballot Measure Committee",,group,group,,
AR01072332112654237697,SCHELLER FOR CONGRESS INC.,us house,campaign,,WMPID571,H0PA07132
AR13105915132616114177,KEVIN KILEY FOR CONGRESS,us house,campaign,,WMPID3028,H2CA03157
AR10839277615672459265,Daniel Brinkman,,unclear could be campaign,unclear could be campaign,,
AR09214840238940094465,"A BETTER WISCONSIN TOGETHER, INC.",,group,group,,
AR17687383272977334273,Josh Brecheen for Congress,us house,campaign,,WMPID3085,H2OK02315
AR04108123574240280577,Tom Patti For Congress,us house,campaign,,WMPID3331,H2CA09139
AR02234260816515825665,FRIENDS OF DAN BUTTERMANN,down ballot,campaign,campaign,,
AR05729635975164854273,Gillen for Congress,us house,campaign,campaign,WMPID3007,H2NY04244
AR10540639606049603585,MISSOURI FEDERATION FOR CHILDREN PAC,,group,group,,
AR02135195918364835841,Wisconsin Truth PAC,,group,,,
AR01955402952357183489,Tim Reichert for Congress,us house,campaign,,WMPID1580,H2CO07204
AR05575931740024733697,CASE ACTION FUND,,group,group,,
AR07381875190600302593,Pennsylvania Democratic Party,,party,party,,
AR09800308190498258945,ASHLEY AUNE FOR MISSOURI,down ballot,campaign,campaign,,
AR14951102627088171009,Michelle Oyola McGovern Campaign Account,down ballot,campaign,campaign,,
AR13225295707113521153,LORIE HONOR FOR BOROUGH PRESIDENT,down ballot,campaign,campaign,,
AR13416698691276767233,MAJORITY 51,,group,group,,
AR18184286662429769729,TONY GONZALES FOR CONGRESS,us house,campaign,,WMPID688,H0TX35015
AR06263095995937062913,QUARTEY FOR CONGRESS,us house,campaign,,WMPID3164,H2CA25218
AR01622299032774770689,"Stanek, Rich Gov Committee",down ballot,campaign,campaign,,
AR06055565100339691521,FRIENDS TO ELECT DR. GREG MURPHY TO CONGRESS,us house,campaign,,WMPID406,H0NC03172
AR05795423397986959361,Protect Our Future PAC,,group,,,
AR11549956645731696641,APCIA,,group,group,,
AR00116969757814554625,Normoyle for Congress,us house,campaign,,WMPID4204,H2IL17113
AR14128208814687649793,Caren Ray Russom for Mayor 2022,down ballot,campaign,campaign,,
AR03399220873935192065,JAY CHEN FOR CONGRESS,us house,campaign,,WMPID3785,H2CA39136
AR13190011279466561537,Dr Asif Mahmood for Congress,us house,campaign,,WMPID3872,H2CA40092
AR07156695209231777793,LAURA KELLY FOR KANSAS,governor,campaign,campaign,,
AR13677907469664256001,ENVIRONMENTAL DEFENSE ACTION FUND PAC,,group,,,
AR14344586449561583617,Ferko for Senate,down ballot,campaign,,,
AR13893319664609525761,Center for a Free Economy,,group,group,,
AR10678454798656733185,Healey Committee,governor,campaign,campaign,,
AR15486468032791838721,Steve Carra For Congress,us house,campaign,,WMPID2309,H2MI06117
AR10907433111662886913,Ron DeSantis For Governor,governor,campaign,campaign,,
AR13561453795119988737,ROBERT GARCIA FOR CONGRESS,us house,campaign,,WMPID3505,H2CA47188
AR01237985634006597633,COMMITTEE TO ELECT MR ROGERS,down ballot,campaign,campaign,,
AR10083487410231967745,Courtney Gilbert,down ballot,campaign,campaign,,
AR13975291280117202945,Brandon for Congress NY 22,us house,campaign,,WMPID3687,H2NY22212
AR03189023937518370817,EMILY's List,,group,group,,
AR01076835712281608193,JOSEPH C ROCHA FOR CONGRESS,us house,campaign,,WMPID3094,H2CA50208
AR05566924540769992705,MAYA FOR MAYOR INC,down ballot,campaign,campaign,,
AR14286805120657129473,Corey Gustafson for Congress,us house,campaign,campaign,WMPID3589,H2CA50232
AR17368607364294377473,GREGG SMITH FOR CONGRESS,us house,campaign,,WMPID3835,H2CO03203
AR10973495893428273153,JIM PILLEN FOR GOVERNOR,governor,campaign,campaign,,
AR01966661951425609729,Ortega For Congress,us house,campaign,,WMPID3073,H2CA46149
AR05221638582107635713,MICHELLE STEEL FOR CONGRESS,us house,campaign,,WMPID86,H0CA48198
AR14996617735553679361,CASTEN FOR CONGRESS,us house,campaign,,WMPID1111,H8IL06139
AR15756674595865755649,Friends of Bill Cunningham,down ballot,campaign,campaign,,
AR10326204808221949953,AADLAND FOR COLORADO,us house,campaign,campaign,WMPID1566,H2CO07170
AR15943017146481639425,FRIENDS OF ROB ASTORINO,governor,campaign,campaign,,
AR14395347053125304321,DONALD NORCROSS FOR CONGRESS,us house,campaign,,WMPID908,H4NJ01084
AR02120910238663049217,TEDESCO FOR CONGRESS,us house,campaign,,WMPID4030,H2CO08038
AR18179255297221066753,"IDF INTERNATIONAL TECHNOLOGIES, INC.",,group,group,,
AR15233340389990596609,JAN FOR CONGRESS,us house,campaign,,WMPID3418,H2CO08095
AR12768180344935415809,"SHEVRIN DION JONES FOR STATE SENATOR, DISTRICT 35",down ballot,campaign,campaign,,
AR10666769189076729857,Jayme Stevenson For Congress,us house,campaign,,WMPID1935,H2CT04134
AR03332294700664094721,CAMPAIGN PRECISION LLC,,group,group,,
AR18127854228134166529,GREG ABBOTT CAMPAIGN,governor,campaign,campaign,,
AR01073377404614868993,LOREN TAYLOR FOR OAKLAND MAYOR 2022,down ballot,campaign,campaign,,
AR02949572570099220481,"PIC 2021, Inc.",,group,group,,
AR02175613072448684033,PROMOTE THE VOTE 2022,,group,group,,
AR15497727031860264961,Emily Beach for Congress,us house,campaign,,WMPID2910,H2CA14188
AR01842447648934592513,"Flat Creek Management, LLC",,group,group,,
AR07553011976440381441,"FRESHLY ENGAGED, LLC",,group,group,,
AR08813666035518406657,Patrick Thomas for IL,down ballot,campaign,campaign,,
AR18113953102624194561,UNITED STATES ASSOCIATION FOR UNHCR,,group,group,,
AR10462337335721721857,ENVIRONMENTAL DEFENSE FUND INCORPORATED,,group,,,
AR16305838116583768065,Defend and Protect Idaho,,group,group,,
AR16529029287576076289,FRIENDS OF VAL APPLEWHITE,down ballot,campaign,campaign,,
AR15400301436826812417,Kevin Porter For Congress,us house,campaign,campaign,WMPID4830,H2FL11182
AR08628527862451798017,CHIP ROY FOR CONGRESS,us house,campaign,,WMPID1254,H8TX21307
AR01898594416365404161,DENUCCI FOR SENATE,down ballot,campaign,campaign,,
AR08551691997037985793,Citizens for Sanity,,group,group,,
AR11100971072529367041,FRIENDS OF TARIK KHAN,down ballot,campaign,campaign,,
AR12592736772049338369,"KSL, Inc.",,group,group,,
AR17692866537465053185,EDDIE GELLER FOR CONGRESS,us house,campaign,,WMPID2582,H2FL15100
AR02380673983893733377,GRASSOFORCONGRESS6,us house,campaign,,WMPID2074,H2IL06124
AR08431218301824139265,CAROL GLANVILLE FOR STATE REPRESENTATIVE,down ballot,campaign,campaign,,
AR04406487049553575937,"Ohioans for Free and Fair Elections, Inc",,group,group,,
AR06263233434890534913,CONNOLLY FOR CONGRESS,us house,campaign,,WMPID1271,H8VA11062
AR11699798296523440129,Janelle Perez Campaign,down ballot,campaign,campaign,,
AR05751572125492183041,FRANK SALINAS,,unclear could be campaign,unclear could be campaign,,
AR12440957094574686209,Eleison LLC,,group,group,,
AR01209691901289037825,STATE OF ARKANSAS,,government agency,government agency,,
AR13537134796936839169,Jackie Toledo For Congress,us house,campaign,,WMPID3252,H2FL15191
AR13430209490158878721,CASTRO FOR CONGRESS,us house,campaign,,WMPID856,H2TX35011
AR01626640179559137281,Friends of Rick Garcia,down ballot,campaign,campaign,,
AR10870112319761809409,Kiley for Congress,us house,campaign,campaign,WMPID1577,H2NJ06228
AR11265849987939958785,DEMOCRATIC COLORADO,,group,,,
AR06621569703221395457,Tina Forte for Congress,us house,campaign,campaign,WMPID3560,H2NY14128
AR03461491714974285825,ZEKE FOR JUDGE,down ballot,campaign,campaign,,
AR07765151406306099201,Oh Ya Marketing INC,down ballot,campaign,campaign,,
AR01960542550741745665,PROTECT PASADENA'S LIBRARIES 2022 MEASURE A SUPPORT,,group,group,,
AR17141540895850496001,HOLLY MCCORMACK FOR CONGRESS,us house,campaign,,WMPID2986,H2GA14051
AR01378576887315431425,NATIONAL VICTORY ACTION FUND,,group,group,,
AR16253966456520179713,THOMAS MASSIE FOR CONGRESS,us house,campaign,,WMPID803,H2KY04121
AR10856291802198048769,Friends for Wes,down ballot,campaign,campaign,,
AR07625434883216637953,David Campos for Assembly 2022,down ballot,campaign,campaign,,
AR08323329273104433153,SERGIO ALCUBILLA FOR CONGRESS,us house,campaign,,WMPID2447,H2HI01112
AR04819327002626490369,SOLAR RIGHTS ALLIANCE,,group,group,,
AR06696567460071473153,Ken Paxton Campaign,down ballot,campaign,campaign,,
AR17354029145780125697,Healthcare Rising AZ (SEIU-UHW),,group,group,,
AR03738828404795899905,"Sutton & Smart Campaigns, LLC",,group,group,,
AR15955165375579029505,JONATHAN JACKSON FOR CONGRESS,us house,campaign,,WMPID3132,H2IL01349
AR07340363129093619713,"Derrick Anderson for VA, Inc.",us house,campaign,,WMPID3271,H2VA07170
AR02587123784683094017,IZAAH KNOX FOR IOWA SENATE,down ballot,campaign,,,
AR03245318932860502017,WASHINGTON STATE REDISTRICTING COMMISSION,,group,group,,
AR15819369092478926849,YES ON PROP. 119,,group,group,,
AR06557716458791501825,"JOY ROCKWELL ENTERPRISES, INC.",,group,group,,
AR15806949009131569153,JUNAID FOR CONGRESS,us house,campaign,,WMPID3535,H2IL08146
AR05283394576827023361,Citizens for Chris Dargis,us house,campaign,,WMPID3651,H2IL08187
AR06250535999735070721,Oregon AFL-CIO,,group,,,
AR05877672915058556929,BRANDON K SKWIRA,,unclear could be campaign,unclear could be campaign,,
AR16070947523396632577,RODNEY FOR CONGRESS,us house,campaign,,WMPID801,H2IL13120
AR03220746703405580289,Dillon Doyle,,unclear could be campaign,unclear could be campaign,,
AR13196022309535612929,MARKETFUEL SUBSCRIPTION SERVICES,,group,group,,
AR13997663043207561217,"CASA IN ACTION, INC.",,group,,,
AR17629780958309777409,Beau Lane for Arizona,down ballot,campaign,campaign,,
AR09118012846951628801,COMMITTEE TO ELECT JB SMILEY JR,down ballot,campaign,campaign,,
AR11957178575423012865,Jessica Michelle Grill,down ballot,campaign,campaign,,
AR07259116916382367745,Megan for Iowa,down ballot,campaign,campaign,,
AR13338976413332537345,Pennsylvania Works LLC,,group,,,
AR02971102107282702337,ONE NATION,,group,,,
AR11479369648495919105,JAKE HOFFMAN CAMPAIGN,down ballot,campaign,campaign,,
AR12827197937226350593,FIVE SEASONS MEDIA LLC,,group,group,,
AR15479347320612454401,ADD 2 ECOM LLC,,group,group,,
AR08258916033658617857,Re-Elect Alex Lee for State Assembly 2022,down ballot,campaign,campaign,,
AR16542562145410220033,LISA BARTLETT FOR CONGRESS,us house,campaign,,WMPID4556,H2CA49267
AR14236368873023602689,Birchall Committee,down ballot,campaign,campaign,,
AR15495109919308251137,ELIZABETH CROWLEY FOR QUEENS,down ballot,campaign,campaign,,
AR17829465738931339265,KAPTUR FOR CONGRESS,us house,campaign,,WMPID831,H2OH09031
AR09453531019190730753,DESIREE ONTIVEROS FOR CONGRESS,us house,campaign,,WMPID2036,H2LA02164
AR12452928371019481089,TAYLOR FOR CONGRESS 2020,us house - other cycle,campaign,,WMPID710,
AR07216329421387464705,Jan Dubauskas,,unclear could be campaign,unclear could be campaign,,
AR04402328627857850369,Grier Hopkins for State House,down ballot,campaign,campaign,,
AR06583576972276793345,GEORGETTE GÓMEZ FOR ASSEMBLY 2022 SPECIAL ELECTION,down ballot,campaign,campaign,,
AR09813818989380370433,MICHIGAN FREEDOM NETWORK,,group,group,,
AR02647747557303779329,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,,group,group,,
AR06381096408463704065,Tony Vargas for Congress,us house,campaign,,WMPID4441,H2NE02132
AR01968548438500966401,HOYER FOR CONGRESS,us house,campaign,,WMPID806,H2MD05155
AR15743560720681271297,Max Rose for Congress,us house,campaign,,WMPID1191,H2NY11140
AR11684304047384297473,SANDOVAL FOR COLORADO,us house,campaign,,WMPID4115,H2CO03245
AR00218899983267528705,JASON ORTIZ,,unclear could be campaign,unclear could be campaign,,
AR10842821891404595201,THELANDER FOR CONGRESS INC,us house,campaign,,WMPID3545,H2ME01131
AR05554504457422635009,SCREENWISE MEDIA LLC,,group,group,,
AR12552007562821632001,"TURNING POINT USA, NFP",,group,group,,
AR04904895395546529793,KIMBERLY WALKER FOR CONGRESS CAMPAIGN,us house,campaign,campaign,WMPID969,H6FL13197
AR13297353301151449089,SID MILLER,down ballot,campaign,campaign,,
AR02043607355685339137,RICHARD BERNSTEIN FOR JUSTICE,down ballot,campaign,campaign,,
AR09029711274283368449,JENA FOR COLORADO,down ballot,campaign,campaign,,
AR06119386458932379649,Kelly Coffman for Georgia,down ballot,campaign,campaign,,
AR06271737882453475329,LEADERSHIP MATTERS MN,,group,group,,
AR05036692411259027457,The Committee to Elect Douglas Mann,down ballot,campaign,campaign,,
AR11079458234178732033,ALL TOGETHER COLORADO,,group,group,,
AR08832034270613602305,BARTHOLOMEW COMMUNICATIONS & STRATEGIES LLC,,group,group,,
AR13826526257367482369,YVETTE4CONGRESS,us house,campaign,,WMPID1184,H8NM02156
AR00826298243997499393,PORTIA ROBERSON FOR CONGRESS,us house,campaign,,WMPID2177,H2MI13295
AR02368524380406808577,QUESTION PAC,,group,group,,
AR08756372752337731585,Eddie Williams-Primary,down ballot,campaign,campaign,,
AR03580076517931089921,Florida House Republican Campaign Committee,,party,party,,
AR14028256954250428417,Brian Jones,,unclear could be campaign,unclear could be campaign,,
AR14686713786195247105,FRAME MEDIA STRATEGIES LLC,,group,group,,
AR09187818641175871489,VOTE TO SURVIVE,,group,group,,
AR14874898499823992833,ANDREA SALINAS FOR OREGON,down ballot,campaign,campaign,,
AR08729432449714487297,Battleground PAC,,group,group,,
AR16183700516679712769,FUTURE PROGRESS,,group,,,
AR17695483650017067009,Miller for Secretary of State (M4SOS),down ballot,campaign,campaign,,
AR07152191609604407297,COMMITTEE TO ELECT SUSAN MORAN,down ballot,campaign,campaign,,
AR17149338357436776449,MATT KRAUSE CAMPAIGN,down ballot,campaign,campaign,,
AR10904962234157367297,SCHMITT FOR CONGRESS,us house,campaign,,WMPID3771,H2NY18087
AR06126862107209105409,FRIENDS OF DAN KILDEE,us house,campaign,,WMPID807,H2MI05119
AR16028786475151654913,CONSERVATIVE COALITION FOR CLIMATE SOLUTIONS,,group,group,,
AR00240438316544032769,Debbie Warner,down ballot,campaign,campaign,,
AR08273040909784842241,"Los Angeles health care workers and providers against the unequal pay initiative, sponsored by the California Association of Hospitals and Health Systems
",,group,group,,
AR08411313018192789505,ZEPHYR FOR AG,down ballot,campaign,campaign,,
AR02815487058372460545,COHEN FOR SENATE,down ballot,campaign,campaign,,
AR15404277339592327169,314 ACTION,,group,group,,
AR05749490749980803073,MARY TODD FOR MONTANA,us house,campaign,,WMPID2408,H2MT00112
AR05314327343609675777,Janet Cruz,down ballot,campaign,campaign,,
AR10518651228919955457,COMMITTEE OF ANDREA ZUPANCICH FOR SENATE,down ballot,campaign,campaign,,
AR15056374268377956353,HOUSE MAJORITY PAC,,group,,,
AR00575359453969252353,Sweeney for Montana,us house,campaign,campaign,WMPID2085,H2MT02159
AR03510769077352136705,BOWERS FOR ARIZONA,down ballot,campaign,campaign,,
AR09867862184908816385,FRIENDS OF IRENE SHIN,down ballot,campaign,campaign,,
AR14240797224823947265,Senate Majority PAC,,group,,,
AR07138680810722295809,FEDERATION FOR AMERICAN IMMIGRATION REFORM,,group,group,,
AR11122042113364066305,Giglio for Congress,us house,campaign,,WMPID4245,H2CA16134
AR09474519596653346817,Marc Levine for Insurance Commissioner,down ballot,campaign,campaign,,
AR03540304708453269505,YOUNG AMERICA'S FOUNDATION,,group,group,,
AR06086247522068594689,Citizens for Michael Patrick Rabbitt,down ballot,campaign,campaign,,
AR00986003132565684225,Southold GOP,,party,party,,
AR02504348907211849729,Rhonda Rebman Lopez,down ballot,campaign,campaign,,
AR07467196743159906305,Edmunds Teresa,,unclear could be campaign,unclear could be campaign,,
AR15890471966826561537,Judy Seeberger for Senate,down ballot,campaign,campaign,,
AR03360160723358449665,NATIONAL CABLE SATELLITE CORPORATION,,group,group,,
AR08058906347351048193,ELM ACTION FUND INDEPENDENT EXPENDITURE POLITICAL ACTION COMMITTEE,,group,group,,
AR07863760350728945665,LIVING UNITED FOR CHANGE IN ARIZONA INC,,group,group,,
AR03078830882182660097,Morgan Abraham for Arizona,down ballot,campaign,campaign,,
AR17927921438921064449,HEALTHY SCHOOL MEALS FOR ALL COLORADO STUDENTS,,group,group,,
AR04112261861129322497,DEVIN CARROLL,,unclear could be campaign,unclear could be campaign,,
AR18430858742028304385,Rod Honeycutt For Congress,us house,campaign,,WMPID4475,H2NC11247
AR13477497286246268929,Suzette Valladares for Assembly 2022,down ballot,campaign,campaign,,
AR12533216015749742593,JOY GOFF-MARCIL FOR SD10,down ballot,campaign,campaign,,
AR04362211640448385025,SALMON FOR ARIZONA,governor,campaign,campaign,,
AR05289355029361197057,Jeff Jackson for Congress,us house,campaign,,WMPID2166,H2NC14076
AR17614053543986069505,STEVEN W CONNALLY,,unclear could be campaign,unclear could be campaign,,
AR07607055171968827393,EVERYTOWN FOR GUN SAFETY ACTION FUND INC,,group,,,
AR15776584896018907137,MONICA TRANEL FOR MONTANA,us house,campaign,campaign,WMPID2524,H2MT02092
AR15591405903583117313,FRIENDS OF SUSAN BYSIEWICZ,down ballot,campaign,campaign,,
AR17656837740446089217,James for NY,down ballot,campaign,campaign,,
AR06013207514391248897,Sites for Congress,us house,campaign,,WMPID3056,H0OH04085
AR15159591747069149185,BRIAN BURLEY,us house,campaign,campaign,WMPID2423,H0CA48172
AR12104264712636596225,FRIENDS OF HECTOR TAVAREZ FOR CONGRESS,us house,campaign,,WMPID3867,H2NJ02201
AR09912898181182521345,ELLISON FOR ATTORNEY GENERAL,down ballot,campaign,campaign,,
AR08961878072638832641,Bob Healey for Congress,us house,campaign,,WMPID2027,H2NJ03258
AR01743368457132441601,BRITTNEY RAYBOULD,,unclear could be campaign,unclear could be campaign,,
AR17202847190314123265,Steve Gray for Congress,us house,campaign,,WMPID2200,H2NJ04223
AR04714583126918037505,JENNIFER CARNAHAN FOR CONGRESS,us house,campaign,,WMPID3941,H2MN01264
AR05555622317150699521,HEARTLAND USA PAC,,group,group,,
AR10640732272694657025,SUSIE LEE FOR CONGRESS,us house,campaign,,WMPID1003,H6NV04020
AR16377217311947358209,"NRDC ACTION FUND, INC",,group,,,
AR04361298152444133377,FRANK MCNEILL FOR NC SENATE,down ballot,campaign,campaign,,
AR15003456972756353025,SELEN FOR CONGRESS,us house,campaign,,WMPID2711,H2NJ11178
AR10070207165194305537,CASTEEN FOR ARIZONA,down ballot,campaign,campaign,,
AR16138483650743238657,Phil Rizzo for Congress,us house,campaign,,WMPID4430,H2NJ11202
AR10192121358079492097,VERNON JONES FOR GOVERNOR,governor,campaign,campaign,,
AR17836981725540909057,MELANIE FOR NM,us house,campaign,campaign,WMPID3359,H2NM01144
AR06559968258605187073,ALLEGHENY JUSTICE FOR ALL,,group,group,,
AR06197956254183194625,PROGRESS GEORGIA INC,,group,group,,
AR12456275490572861441,Kristi for Governor,governor,campaign,campaign,,
AR12836262104927305729,MOOLENAAR FOR CONGRESS,us house,campaign,,WMPID894,H4MI04126
AR05998425680067428353,MARK D ANDRESEN,,unclear could be campaign,unclear could be campaign,,
AR00528668692695744513,TARKANIAN FOR NEVADA,us house,campaign,campaign,WMPID2704,H2NV02544
AR02749162386681233409,Robertson for Congress,us house,campaign,,WMPID2001,H2NV03153
AR00594106127222833153,NEXTGEN CLIMATE ACTION COMMITTEE,,group,group,,
AR02968347555777216513,MIKE GALLAGHER FOR WISCONSIN,us house,campaign,campaign,WMPID1035,H6WI08155
AR06152392492328157185,WORKING FAMILIES PARTY NATIONAL INDEPENDENT EXPENDITURE COMMITTEE,,party,party,,
AR11319011924898742273,KOVACS FOR CONGRESS,us house,campaign,,WMPID3954,H2NV03195
AR07026090820038033409,ADDABBO FOR SENATE,down ballot,campaign,,,
AR18205975834957709313,COMMITTEE TO ELECT LYNN AFENDOULIS,down ballot,campaign,campaign,,
AR16239695070469554177,"The Democracy Project, Inc.",,group,group,,
AR02274632890622935041,LALOTA FOR CONGRESS,us house,campaign,campaign,WMPID3959,H2NY01190
AR14110477884019703809,Brianne for DC 2022,down ballot,campaign,campaign,,
AR13746814413132791809,Paul Manicone,,unclear could be campaign,unclear could be campaign,,
AR13952627046933856257,RUMBLEUP LLC,,group,group,,
AR11646930272766656513,LAFAZAN FOR CONGRESS,us house,campaign,,WMPID2299,H2NY03162
AR00477864658422726657,PROGRESSNOW NEW MEXICO EDUCATION FUND,,group,group,,
AR16349632764229713921,ZIMMERMAN FOR CONGRESS,us house,campaign,,WMPID2781,H2NY03188
AR08786998274339897345,"STRONG LEADERSHIP NYC, INC.",,group,group,,
AR13969471771229814785,UnidosUS Action PAC,,group,group,,
AR14969009548336037889,FLORIDA FIRST PROJECT,,group,,,
AR08495427581863002113,CHRISTIAN FOR CONGRESS,us house,campaign,,WMPID3230,H2GA06222
AR14485417396405272577,Ronald M Nate,,unclear could be campaign,unclear could be campaign,,
AR00724197800400650241,Mary Peltola for Alaska,us house,campaign,campaign,WMPID4308,H2AK01158
AR17042096391310016513,LATINO VOTE FOR AMERICA PAC,,group,group,,
AR04706737011942227969,DAGA PAC,,group,group,,
AR12356444576414695425,Dan Goldman for New York,us house,campaign,,WMPID2580,H2NY10308
AR12898863349210546177,CARLINA FOR NEW YORK,us house,campaign,,WMPID1875,H2NY10324
AR06317864594261934081,Ashley Kalus for Governor,governor,campaign,campaign,,
AR14034682500203151361,LAUREN FRANCES BOOK,,unclear could be campaign,unclear could be campaign,,
AR10867661302185066497,LIFTABLE MEDIA INC.,,group,group,,
AR05579455674791755777,Cindy Chavez for Mayor 2022,down ballot,campaign,campaign,,
AR02236512616329510913,ERIC BURLISON FOR CONGRESS % ERIC WAYNE BURLISON,us house,campaign,,WMPID3346,H2MO07143
AR09727206610169757697,GASHI FOR CONGRESS,us house,campaign,,WMPID1755,H2NY16081
AR16150383665090658305,CHICAGO TEACHERS UNION,,group,group,,
AR05935459123045859329,DON BACON FOR CONGRESS,us house,campaign,,WMPID997,H6NE02125
AR18440333439883280385,Kane County Democratic Central Cmte,,party,party,,
AR02103656427322081281,FAIR SHOT TEXAS PAC,,group,group,,
AR09732754196087701505,CLEAN VIRGINIA,,group,group,,
AR12870602052086005761,Angela Grabovsky for Congress Indiana 7,us house,campaign,,WMPID1983,H2IN07179
AR04094016565178007553,Bruce S Grubbs,,unclear could be campaign,unclear could be campaign,,
AR01470058659928080385,SOUTH DAKOTANS DECIDE HEALTHCARE,,group,group,,
AR06750610655599919105,EARLEY FOR DELEGATE,down ballot,campaign,campaign,,
AR18251693528440635393,Coalition of Minnesota Businesses,,group,group,,
AR02369368805336940545,JENNIFER MURRAY,,unclear could be campaign,unclear could be campaign,,
AR04291828259022176257,BETO FOR TEXAS,governor,campaign,campaign,,
AR00689108536067620865,SCHOLTEN FOR CONGRESS,us house,campaign,,WMPID338,H0MI03316
AR15809133395138576385,No More Time For Career Politicians,,group,group,,
AR02525550240174440449,West Virginia Radio Corp,,group,group,,
AR16114354868071694337,"RECRUE MEDIA, LLC",,group,group,,
AR02119125662571692033,ADAM FOR COLORADO,us house,campaign,campaign,WMPID2690,H2CO03351
AR14515577000355168257,LAUREN BOEBERT FOR CONGRESS,us house,campaign,,WMPID96,H0CO03165
AR03197270549604597761,Pro-Israel America United,,group,group,,
AR14990706761042755585,SEPULVEDA 2021,down ballot,campaign,campaign,,
AR07976350341413208065,AMERICAN EDGE,,group,group,,
AR11420691667859013633,Matt Kilboy for Congress,us house,campaign,campaign,WMPID2376,H2OH13223
AR02481958796021202945,BRIAN PINKSTON FOR CITY COUNCIL,down ballot,campaign,campaign,,
AR00923713324951011329,REP. BRAD SHERMAN - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID951,H6CA24113
