advertiser_id,advertiser_name,public_ids_list,public_id_short,CMTE_ID,ein_id,date_wmpcoded,wmp_candidate,wmp_office,wmp_spontype,wmp_spontypelong,wmp_govtorcand,wmp_notes,search_status,search_terms,search_type,search_notes,needs_further_coding,cand_fav,cand_tar,sponsor_name,sponsor_cmag,wmp_dateout,wmp_datein,pres_fecid,sen_fecid,hse_fecid,sen_cycle,hse_cycle,sen_state,hse_state,pres_party,sen_party,hse_party,pres_cdstatus,sen_cdstatus,hse_cdstatus,hse_district,wmp_pres,wmp_sen,wmp_hse,wmp_gov,cmte_fecid,cmte_party,LINKAGE_ID,CMTE_TP,CMTE_DSGN,wmp_groupflag,wmp_multisponsor,CAND_ELECTION_YR,FEC_ELECTION_YR,type_cmag,type_scsp,wmp_grouptype,cycle2020_cd,disclosure
AR89517838687010816,PRIORITIES USA ACTION & HOUSE MAJORITY PAC,"FEC ID C00495028, FEC ID C00495861","C00495028, C00495861","C00495028, C00495861",,5/11/2020,,,group,group,0,,,,,,,,,PRIORITIES USA ACTION; HOUSE MAJORITY PAC,PRIORITIES USA ACTION; HOUSE MAJORITY PAC,,,,,,,,,,,,,,,,,0,0,0,0,C00495861; C00495028,,,,,1,1,,,0,0,,,
AR527033100429950976,THE PHILIPS COMMITTEE,EIN ID 82-1166044,82-1166044,,82-1166044,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR325000999922040832,JORDAN CUNNINGHAM FOR ASSEMBLY 2020,EIN ID 47-2808233,47-2808233,,47-2808233,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR480056328694267904,BARRY FRIEDLAND,,,,,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR161858900566474752,SHAHEEN FOR SENATE,EIN ID 26-3704703,26-3704703,,26-3704703,9/8/2020,,us senate,campaign,campaign,1,,,,,,,"SHAHEEN, JEANNE",,"SHAHEEN, JEANNE","SHAHEEN, JEANNE",,,,S0NH00219,,,,NH,,,DEM,,,INCUMBENT,,,0,1,0,0,,,,,,0,0,,,0,0,,1,
AR172310445783252992,MI FAMILIA VOTA,FEC ID C90017906,C90017906,C90017906,,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR168439065341853696,JETER FOR INDIANA,EIN ID 85-3424473,85-3424473,,85-3424473,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR537495846921437184,NICOLE FOR NEW YORK,FEC ID C00694778,C00694778,C00694778,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"MALLIOTAKIS, NICOLE",,"MALLIOTAKIS, NICOLE","MALLIOTAKIS, NICOLE",,,,,H0NY11078,,,,NY,,,REP,,,CHALLENGER,11,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR360266667151851520,GEORGE PAPADOPOULOS FOR CONGRESS,FEC ID C00724963,C00724963,C00724963,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"PAPADOPOULOS, GEORGE",,"PAPADOPOULOS, GEORGE","PAPADOPOULOS, GEORGE",,,,,H0CA25147,,,,CA,,,REP,,,CHALLENGER,25,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR371946023259471872,TEMPE FIRST,EIN ID 26-3156911,26-3156911,,26-3156911,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR415640065591476224,BUILDING STRONGER COMMUNITIES ACTION FUND INC,EIN ID 85-3028151,85-3028151,,85-3028151,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR60666653574168576,TEDESCHI FOR CONGRESS,FEC ID C00658492,C00658492,C00658492,,8/11/2020,,us house,campaign,campaign,1,need candidate name from full fec file (not a 2020 cand),,,,,,,,,,,,,,H8MA09046,,2018,,,,,,,,,,0,0,1,0,,,,,,0,0,2018,2020,0,0,,0,
AR31259802772439040,"DAVID HILL FOR OKLAHOMA, INC.",FEC ID C00721092,C00721092,C00721092,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"HILL, DAVID KIMMELL SR.",,"HILL, DAVID KIMMELL SR.","HILL, DAVID",,,,,H0OK05247,,,,OK,,,REP,,,CHALLENGER,5,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR78785299529859072,SENATE VICTORY PAC,EIN ID 45-3855268,45-3855268,,45-3855268,9/8/2020,,,group,group,0,,,,,,,,,SENATE VICTORY PAC,SENATE VICTORY PAC,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR238248432978886656,JON C LUNDBERG,,,,,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR131641366097690624,FRIENDS OF VENNIA FRANCOIS FOR CONGRESS,EIN ID 82-3938952,82-3938952,,82-3938952,9/10/2020,,us house,campaign,campaign,1,,,,,,,"FRANCOIS, VENNIA V.",,"FRANCOIS, VENNIA V.","FRANCOIS, VENNIA V.",,,,,H8FL07088,,,,FL,,,REP,,,CHALLENGER,10,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR71786908019064832,DANE EAGLE FOR CONGRESS,EIN ID 84-3567830,84-3567830,,84-3567830,9/10/2020,,us house,campaign,campaign,1,,,,,,,"EAGLE, DANE",,"EAGLE, DANE","EAGLE, DANE",,,,,H0FL19122,,,,FL,,,REP,,,OPEN,19,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR504433600993689600,KELLY KORTUM FOR HD65,EIN ID 84-3462535,84-3462535,,84-3462535,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR466924449006878720,FUND FOR A WORKING CONGRESS,FEC ID C00637041,C00637041,C00637041,,9/10/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR13000625486823424,"SALEM WEB NETWORK, LLC",EIN ID 52-2141739,52-2141739,,52-2141739,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR114816158133125120,CITIZENS TO ELECT STEVEN REICK,EIN ID 46-3163984,46-3163984,,46-3163984,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR332843541485060096,JASON SMITH FOR CONGRESS,FEC ID C00541862,C00541862,C00541862,,12/2/2020,,us house,campaign,campaign,1,,,,,,,"SMITH, JASON T",,"SMITH, JASON T","SMITH, JASON T",,,,,H4MO08162,,,,MO,,,REP,,,INCUMBENT,8,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR317506522508689408,BYRNE FOR U.S. SENATE,EIN ID 83-3444465,83-3444465,,83-3444465,5/12/2020,,us senate,campaign,campaign,1,,,,,,,"BYRNE, BRADLEY ROBERTS",,"BYRNE, BRADLEY ROBERTS","BYRNE, BRADLEY",,,,S0AL00206,,,,AL,,,REP,,,CHALLENGER,,,0,1,0,0,,,,,,0,0,,,0,0,,1,
AR200379397092409344,KOS MEDIA LLC,EIN ID 71-1026233,71-1026233,,71-1026233,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR470899252260765696,SAVE OUR SENATE LLC,FEC ID C00723023,C00723023,C00723023,,9/7/2020,,,group,group,0,,1,save our senate,FEC_SCSP,,,,,SAVE OUR SENATE,SAVE OUR SENATE,,,,,,,,,,,,,,,,,0,0,0,0,C00723023,REP,,,,1,0,,,0,1,,,
AR359094381598212096,THE GUARDIAN FUND,FEC ID C00493221,C00493221,C00493221,,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR477800818028838912,PUNCHING BAG MEDIA LLC,EIN ID 47-1775502,47-1775502,,47-1775502,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR95367240546779136,KLOBUCHAR FOR MINNESOTA,FEC ID C00431353,C00431353,C00431353,,9/19/2019,Klobuchar,multiple,campaign,campaign,1,Senate,,,,,,"KLOBUCHAR, AMY",,"KLOBUCHAR, AMY","KLOBUCHAR, AMY",3/2/2020,2/10/2019,,S6MN00267,,2024,,MN,,,DEM,,,,,,1,1,0,0,,,222397,S,P,0,0,,,0,0,,1,
AR175306133932605440,RESTORATION PAC,FEC ID C00571588,C00571588,C00571588,,9/7/2020,,,group,group,0,,1,restoration pac,CMAG,,,,,RESTORATION PAC,RESTORATION PAC,,,,,,,,,,,,,,,,,0,0,0,0,,REP,,,,1,0,,,1,0,,,
AR543059788074844160,FRIENDS OF JESS KING,FEC ID C00648774,C00648774,C00648774,,8/11/2020,,us house,campaign,campaign,1,need candidate name from full fec file (not a 2020 cand),,,,,,,,,,,,,,H8PA16078,,2018,,,,,,,,,,0,0,1,0,,,,,,0,0,2018,2020,0,0,,0,
AR215480295946715136,TINA SMITH FOR MINNESOTA,EIN ID 82-3679681,82-3679681,,82-3679681,9/28/2020,,us senate,campaign,campaign,1,,1,tina smith,,,,"SMITH, TINA",,"SMITH, TINA","SMITH, TINA",,,,S8MN00578,,,,MN,,,DEM,,,CHALLENGER,,,0,1,0,0,,,,,,0,0,,,0,0,,1,
AR447082524733079552,BRIXIUS,EIN ID 81-2696995,81-2696995,,81-2696995,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR458497654452649984,"FUTURE MAJORITY, INC",EIN ID 61-1871761,61-1871761,,61-1871761,9/27/2020,,,group,group,0,,1,future majority,CMAG,,,,,"FUTURE MAJORITY, INC","FUTURE MAJORITY, INC",,,,,,,,,,,,,,,,,0,0,0,0,,DEM,,,,1,0,,,1,0,,,
AR125556325152194560,MICHIGAN FREEDOM NETWORK,EIN ID 46-1903394,46-1903394,,46-1903394,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR316191437882392576,MEREDITH FOR NEW MEXICO,EIN ID 84-4896500,84-4896500,,84-4896500,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR3560699687075840,KEVIN COMBS,,,,,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR49300108524650496,FRIENDS OF NAJOLI,EIN ID 84-4729413,84-4729413,,84-4729413,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR553278305546010624,"YES ON 14: CALIFORNIANS FOR STEM CELL RESEARCH, TREATMENTS AND CURES",EIN ID 84-3660007,84-3660007,,84-3660007,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR176888468603928576,FRIENDS OF MCCORMICK,FEC ID C00706747,C00706747,C00706747,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"MCCORMICK, RICHARD DEAN DR.",,"MCCORMICK, RICHARD DEAN DR.","MCCORMICK, RICH",,,,,H0GA07273,,,,GA,,,REP,,,OPEN,7,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR371161521713053696,KEVIN WILSON FOR CONGRESS,FEC ID C00741439,C00741439,C00741439,,10/27/2020,,us house,campaign,campaign,1,,,,,,,"WILSON, KEVIN A",,"WILSON, KEVIN A","WILSON, KEVIN A",,,,,H0NY25102,,,,NY,,,LIB,,,CHALLENGER,25,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR399360215394287616,COMMITTEE TO RE-ELECT STEVE WATKINS,FEC ID C00660050,C00660050,C00660050,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"WATKINS, STEVEN C. JR.",,"WATKINS, STEVEN C. JR.","WATKINS, STEVEN C. JR.",,,,,H8KS02199,,,,KS,,,REP,,,INCUMBENT,2,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR232872645752782848,MCDERMOTT COMMITTEE,EIN ID 83-3014924,83-3014924,,83-3014924,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR435864757350694912,CITIZENS FOR TAMARA BARRINGER,EIN ID 45-4518001,45-4518001,,45-4518001,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR164779890644615168,CASTOR FOR CONGRESS,FEC ID C00410761,C00410761,C00410761,,10/27/2020,,us house,campaign,campaign,1,,,,,,,"CASTOR, KATHY",,"CASTOR, KATHY","CASTOR, KATHY",,,,,H6FL11126,,,,FL,,,DEM,,,INCUMBENT,14,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR344531556246749184,NEIGHBORS FOR SYDNEY,EIN ID 84-3817953,84-3817953,,84-3817953,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR352692131548102656,VOTEVETS ACTION FUND,EIN ID 51-0596352,51-0596352,,51-0596352,2/25/2020,,,group,group,0,,,,,,,,,VOTE VETS ACTION FUND,VOTEVETS ACTION FUND,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,1,0,,,1,0,,,
AR428122202626326528,"IMPACT MANAGEMENT GROUP, INC.",EIN ID 71-0833368,71-0833368,,71-0833368,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR210512496253992960,VOTEVETS.ORG ACTION FUND,FEC ID C90010620,C90010620,C90010620,,2/25/2020,,,group,group,0,,,,,,,,,VOTEVETS.ORG ACTION FUND,VOTEVETS.ORG ACTION FUND,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,1,0,,,0,0,,,
AR97319492161372160,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),FEC ID C00004036,C00004036,C00004036,,10/27/2020,,,group,group,0,,2,,,,,,,SEIU COPE,SEIU COPE,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR122506142457790464,ARIZONA FAMILIES FIRST,EIN ID 84-4323215,84-4323215,,84-4323215,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR252434538158882816,WENSTRUP FOR CONGRESS,EIN ID C00497818,C00497818,,C00497818,9/10/2020,,us house,campaign,campaign,1,,,,,,,"WENSTRUP, BRAD DR.",,"WENSTRUP, BRAD DR.","WENSTRUP, BRAD",,,,,H2OH02085,,,,OH,,,REP,,,INCUMBENT,2,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR301162144722845696,MARK CONGRESS 2020,FEC ID C00704429,C00704429,C00704429,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"GONSALVES, MARK",,"GONSALVES, MARK","GONSALVES, MARK",,,,,H0GA07232,,,,GA,,,REP,,,OPEN,7,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR48079444459388928,DONNA SHALALA FOR CONGRESS,FEC ID C00672311,C00672311,C00672311,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"SHALALA, DONNA",,"SHALALA, DONNA","SHALALA, DONNA",,,,,H8FL27193,,,,FL,,,DEM,,,INCUMBENT,27,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR329777690749960192,EMILIANO ANTUNEZ,,,,,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR456966859388878848,STATE OF MINNESOTA,EIN ID 41-6007162,41-6007162,,41-6007162,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR115381994304569344,MAJORITY FORWARD,EIN ID 83-3690373,83-3690373,,83-3690373,6/30/2020,,,group,group,0,,,,,,,,,MAJORITY FORWARD,MAJORITY FORWARD,,,,,,,,,,,,,,,,,0,0,0,0,C90016098,DEM,,,,1,0,,,1,0,,,
AR475849528486920192,KNUTE FOR CONGRESS,FEC ID C00730507,C00730507,C00730507,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"BUEHLER, KNUTE",,"BUEHLER, KNUTE","BUEHLER, KNUTE",,,,,H0OR02150,,,,OR,,,REP,,,OPEN,2,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR327237956328751104,JASON BRODEUR CAMPAIGN,EIN ID 81-5000557,81-5000557,,81-5000557,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR486034923170299904,ARNONE FOR ENFIELD,EIN ID 82-4408630,82-4408630,,82-4408630,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR117492094557224960,OHIO SECRETARY OF STATE,EIN ID 31-1334820,31-1334820,,31-1334820,12/2/2020,,,elected official,elected official,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR68706763632803840,"RESULTS FOR NC, INC.",EIN ID 46-2832843,46-2832843,,46-2832843,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR121627632667197440,AFSCME - PEOPLE,EIN ID 52-1456472,52-1456472,,52-1456472,10/27/2020,,,group,group,0,,2,,,,,,,AFSCME PEOPLE,AFSCME PEOPLE,,,,,,,,,,,,,,,,,0,0,0,0,,DEM,,,,1,0,,,1,0,,,
AR403564266822565888,PRIORITIES USA & MAJORITY FORWARD,"EIN ID 47-4596232, EIN ID 83-3690373","47-4596232, 83-3690373",,"47-4596232, 83-3690373",5/11/2020,,,group,group,0,,,,,,,,,PRIORITIES USA; MAJORITY FORWARD,PRIORITIES USA; MAJORITY FORWARD,,,,,,,,,,,,,,,,,0,0,0,0,47-4596232; 83-3690373,,,,,1,1,,,0,0,,,
AR416548605793402880,CHELE FARLEY FOR CONGRESS INC.,FEC ID C00701433,C00701433,C00701433,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"FARLEY, CHELE CHIAVACCI",,"FARLEY, CHELE CHIAVACCI","FARLEY, CHELE CHIAVACCI",,,,,H0NY18172,,,,NY,,,REP,,,CHALLENGER,18,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR326132053789638656,TORRES FOR CONGRESS,EIN ID 83-3700603,83-3700603,,83-3700603,9/10/2020,,us house,campaign,campaign,1,,,,,,,"TORRES, RITCHIE JOHN",,"TORRES, RITCHIE JOHN","TORRES, RITCHIE",,,,,H0NY15160,,,,NY,,,DEM,,,OPEN,15,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR509742386729975808,TREY FOR CONGRESS,FEC ID C00590463,C00590463,C00590463,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"HOLLINGSWORTH, TREY",,"HOLLINGSWORTH, TREY","HOLLINGSWORTH, TREY",,,,,H6IN09176,,,,IN,,,REP,,,INCUMBENT,9,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR331390605588430848,WALKER 4 NC,FEC ID C00543231,C00543231,C00543231,,8/11/2020,,us house,campaign,campaign,1,need candidate name from full fec file (not a 2020 cand),,,,,,,,,,,,,,H4NC06052,,2018,,,,,,,,,,0,0,1,0,,,,,,0,0,2020,2020,0,0,,0,
AR167702255112290304,JEREMY NELSON,,,,,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR72799420789293056,CALIFORNIA SECRETARY OF STATE,EIN ID 90-0603904,90-0603904,,90-0603904,12/2/2020,,,elected official,elected official,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR299362587785560064,R. MICHAEL YOUNG,EIN ID 80-0549633,80-0549633,,80-0549633,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR114523413162229760,MAXWELL RYMER,,,,,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR92265174647439360,BRETT BUSBY CAMPAIGN,EIN ID 84-3774837,84-3774837,,84-3774837,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR444851065884508160,VOTECARBAUGH.COM,EIN ID 45-4274386,45-4274386,,45-4274386,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR224890122615652352,DR MANNY FOR US SENATE,FEC ID C00708628,C00708628,C00708628,,8/11/2020,,us senate,campaign,campaign,1,,,,,,,"SETHI, DR. MANNY",,"SETHI, DR. MANNY","SETHI, MANNY",,,,S0TN00144,,,,TN,,,REP,,,OPEN,,,0,1,0,0,,,,,,0,0,2020,2020,0,0,,1,
AR328310323763216384,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,FEC ID C00506832,C00506832,C00506832,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"VEASEY, MARC ALLISON MR.",,"VEASEY, MARC ALLISON MR.","VEASEY, MARC ALLISON MR.",,,,,H2TX33073,,,,TX,,,DEM,,,INCUMBENT,33,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR23854798117797888,DEFENDARIZONA,EIN ID 82-4255600,82-4255600,,82-4255600,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR396871333385863168,HANEEFAH KHAALIQ FOR CONGRESS,EIN ID 83-3360640,83-3360640,,83-3360640,9/10/2020,,us senate,campaign,campaign,1,page says congress but ads seem to be for senate,,,,,,"KHAALIQ, HANEEFAH MS.",,"KHAALIQ, HANEEFAH MS.","KHAALIQ, HANEEFAH MS.",,,,S2IN00133,,,,IN,,,DEM,,,,,,0,1,0,0,,,,,,0,0,,,0,0,,1,
AR14605912463376384,FLANDERS FOR US SENATE,FEC ID C00638791,C00638791,C00638791,,8/11/2020,,us senate,campaign,campaign,1,need candidate name from full fec file (not a 2020 cand),,,,,,,,,,,,,S8RI00128,,,,,,,,,,,,,0,1,0,0,,,,,,0,0,2018,2020,0,0,,1,
AR403119926685990912,"APPALACHIAN NEWSPAPERS, INC.",EIN ID 61-0941914,61-0941914,,61-0941914,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR532950672010641408,NUESTRO PAC,FEC ID C00744185,C00744185,C00744185,,9/7/2020,,,group,group,0,,1,nuestro pac,FEC_SCSP,,,,,NUESTRO PAC,NUESTRO PAC,,,,,,,,,,,,,,,,,0,0,0,0,C00744185,DEM,,,,1,0,,,1,1,,,
AR255071304481243136,INDIVISIBLE ACTION,FEC ID C00678839,C00678839,C00678839,,9/7/2020,,,group,group,0,,1,indivisible action,CMAG,,,,,INDIVISIBLE ACTION,INDIVISIBLE ACTION,,,,,,,,,,,,,,,,,0,0,0,0,,DEM,,,,1,0,,,1,0,,,
AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,37-1635320,,37-1635320,5/11/2020,,,group,group,0,,,,,,,,,PRIORITIES USA ACTION,PRIORITIES USA ACTION,,,,,,,,,,,,,,,,,0,0,0,0,C00495861,,,,,1,0,,,1,0,,,
AR139935875659202560,CITIZENS FOR QUALITY SAISD SCHOOLS POLITICAL ACTION COMMITTEE,EIN ID 81-1985459,81-1985459,,81-1985459,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR316425633859108864,NELSON FOR WISCONSIN,FEC ID C00614115,C00614115,C00614115,,12/2/2020,,us senate,campaign,campaign,1,,,,,,,"NELSON, TOM",,"NELSON, TOM","NELSON, TOM",,,,S0WI00247,,,,WI,,,DEM,,,CHALLENGER,,,0,1,0,0,,,,,,0,0,,,0,0,,1,
AR288695881887121408,HEIDI SLOAN COMMITTEE TO ELECT FOR CONGRESS,FEC ID C00714253,C00714253,C00714253,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"SLOAN, HEIDI",,"SLOAN, HEIDI","SLOAN, HEIDI",,,,,H0TX25131,,,,TX,,,DEM,,,CHALLENGER,25,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR552546168240865280,FRIENDS OF LAURA JENS-SMITH,EIN ID 47-4263121,47-4263121,,47-4263121,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR566292949806088192,OLE NORTH STATE ASSOCIATES,EIN ID 85-1248312,85-1248312,,85-1248312,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR482676808500641792,JEFF MERKLEY FOR OREGON,FEC ID C00437277,C00437277,C00437277,,12/15/2019,,us senate,campaign,campaign,1,,,,,,,"MERKLEY, JEFFREY ALAN",,"MERKLEY, JEFFREY ALAN","MERKLEY, JEFFREY ALAN",,,,S8OR00207,,,,OR,,,DEM,,,INCUMBENT,,,0,1,0,0,,,222532,S,P,0,0,,,0,0,,1,
AR221325918235262976,SHANNON HUTCHESON FOR CONGRESS,FEC ID C00707026,C00707026,C00707026,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"HUTCHESON, SHANNON",,"HUTCHESON, SHANNON","HUTCHESON, SHANNON",,,,,H8TX10185,,,,TX,,,DEM,,,CHALLENGER,10,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR253414065580277760,JACOBS FOR CONGRESS,FEC ID C00706788,C00706788,C00706788,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"JACOBS, CHRISTOPHER L.",,"JACOBS, CHRISTOPHER L.","JACOBS, CHRIS",,,,,H0NY27090,,,,NY,,,REP,,,CHALLENGER,27,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
