wmpid,genelect_cd,CurrCand,cand_name,cand_id,cand_office,cand_office_st,cand_office_dist,cand_party_affiliation,cand_incumbent_challenger_open_s,dateadded_cd,office_wapo,result_wapo,primarydate_wapo,trumpe_wapo,gender_wmp,gender_crp,latino_wmp,latino_crp,race_wmp,race_crp1,race_crp2,race_crpmena,hse_cmpt_gen,full_name,first_name,last_name
WMPID3663,0,,"MIKKELSON, AUDUN",H2WI07081,H,WI,7,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Audun Mikkelson,Audun,Mikkelson
WMPID3010,1,Y,"KELLOGG, GEORGE",H2WI07099,H,WI,7,FED,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,George Kellogg,George,Kellogg
WMPID3944,0,,"KUNELIUS, DAVID WALTER",H2WI07115,H,WI,7,REP,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,David Walter Kunelius,David Walter,Kunelius
WMPID4954,1,Y,"AUSMAN, RICHARD",H2WI07123,H,WI,7,DEM,,7/21/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Richard Ausman,Richard,Ausman
WMPID2847,1,Y,"VANDENPLAS, JACOB JOHN",H2WI08063,H,WI,8,LIB,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jacob John Vandenplas,Jacob John,Vandenplas
WMPID3750,1,Y,"BOUCHER, PAUL DAVID MR.",H2WI08071,H,WI,8,IDP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Paul David Boucher,Paul David,Boucher
WMPID4789,0,,"CLARMONT, SHAUN MICHAEL",H2WI08089,H,WI,8,REP,,6/28/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Shaun Michael Clarmont,Shaun Michael,Clarmont
WMPID5024,0,,"HANCOCK, JULIE",H2WI08097,H,WI,8,DEM,,8/5/2022,,,,,UNK,,,,NULL,,,,0,Julie Hancock,Julie,Hancock
WMPID4710,0,,"ORCHARD, MATHEW JEFFRY MR",H2WI22015,H,WI,22,ICD,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Mathew Jeffry Orchard,Mathew Jeffry,Orchard
WMPID1780,0,,"SISCO, MICHAEL RAYMOND",H2WV01102,H,WV,1,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Michael Raymond Sisco,Michael Raymond,Sisco
WMPID2973,0,,"WEINSTEIN, ALEXANDER WOLF MISTER",H2WV01110,H,WV,1,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Alexander Wolf Mister Weinstein,Alexander Wolf Mister,Weinstein
WMPID2981,0,,"BRAUN, CARLY",H2WV01128,H,WV,2,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,White,W,NULL,NULL,0,Carly Braun,Carly,Braun
WMPID4654,0,,"FULLER, SCOTT ALLEN MR",H2WV01136,H,WV,1,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Scott Allen Fuller,Scott Allen,Fuller
WMPID3562,0,,"HOUSER, JAMES EDWIN",H2WV01144,H,WV,1,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,James Edwin Houser,James Edwin,Houser
WMPID2817,0,,"STEVENS, KENT",H2WV01151,H,WV,1,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Kent Stevens,Kent,Stevens
WMPID3548,0,,"DWYER, ANGELA JOYCE",H2WV02175,H,WV,2,DEM,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,Black,B,NULL,NULL,0,Angela Joyce Dwyer,Angela Joyce,Dwyer
WMPID4123,0,,"BUCHSER-LOCHOCKI, SUSAN",H2WV02183,H,WV,2,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,White,W,NULL,NULL,0,Susan Buchser-Lochocki,Susan,Buchser-Lochocki
WMPID1615,1,Y,"WENDELL, BARRY LEE MR.",H2WV02191,H,WV,2,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,M,Y,0,Barry Lee Wendell,Barry Lee,Wendell
WMPID1590,0,,"SECKMAN, MICHAEL",H2WV02209,H,WV,2,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Michael Seckman,Michael,Seckman
WMPID4590,0,,"HERCULES, RHONDA A",H2WV02217,H,WV,2,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,White,W,NULL,NULL,0,Rhonda Hercules,Rhonda,Hercules
WMPID5149,1,Y,"BRUBAKER, RICHARD P.",H2WY00125,H,WY,0,LIB,,9/29/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Richard Brubaker,Richard,Brubaker
WMPID2946,0,,"BOUCHARD, ANTHONY",H2WY00158,H,WY,0,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Anthony Bouchard,Anthony,Bouchard
WMPID4061,1,Y,"HAGEMAN, HARRIET",H2WY00166,H,WY,0,REP,CHALLENGER,6/7/2022,House,-,16-Aug,1,F,F,,NULL,White,W,NULL,NULL,0,Harriet Hageman,Harriet,Hageman
WMPID5089,0,,"HELLING, STEVE",H2WY00174,H,WY,0,DEM,CHALLENGER,8/26/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Steve Helling,Steve,Helling
WMPID4514,1,Y,"SELVIG, MARISSA JOY",H2WY01016,H,WY,0,CON,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Marissa Joy Selvig,Marissa Joy,Selvig
WMPID2544,0,,"KELLER, BRYAN EUGENE MR.",H2WY01024,H,WY,0,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Bryan Eugene Keller,Bryan Eugene,Keller
WMPID2136,0,,"GRAY, CHARLES",H2WY01032,H,WY,0,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Charles Gray,Charles,Gray
WMPID2585,0,,"KNAPP, EVERETT DENTON JR",H2WY01040,H,WY,0,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Everett Denton Jr Knapp,Everett Denton Jr,Knapp
WMPID4251,0,,"HARDISON, CASEY WILLIAM MR",H2WY01057,H,WY,0,OTH,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Casey William Hardison,Casey William,Hardison
WMPID1645,0,,"JENSEN, MEGHAN",H2WY01073,H,WY,0,DEM,,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Meghan Jensen,Meghan,Jensen
WMPID4721,0,,"BELINSKEY, ROBYN MARIWE",H2WY29017,H,WY,0,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Robyn Mariwe Belinskey,Robyn Mariwe,Belinskey
WMPID4800,0,,"SPARKS, STEVE",H3HI02142,H,HI,2,DEM,,6/28/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Steve Sparks,Steve,Sparks
WMPID5100,1,Y,"CASSON, THOMAS",H4AL03053,H,AL,3,LIB,,9/13/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Thomas Casson,Thomas,Casson
WMPID862,1,Y,"PALMER, GARY",H4AL06098,H,AL,6,REP,INCUMBENT,6/7/2022,House,Won,24-May,1,M,M,0,N,White,W,NULL,N,0,Gary Palmer,Gary,Palmer
WMPID863,1,Y,"HILL, JAMES FRENCH",H4AR02141,H,AR,2,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,French Hill,French,Hill
WMPID4256,0,,"REYNOLDS, CONRAD EARL",H4AR02166,H,AR,2,REP,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Conrad Earl Reynolds,Conrad Earl,Reynolds
WMPID864,1,Y,"WESTERMAN, BRUCE",H4AR04048,H,AR,4,REP,INCUMBENT,6/7/2022,House,Won,24-May,1,M,M,0,N,White,W,NULL,N,0,Bruce Westerman,Bruce,Westerman
WMPID865,1,Y,"AMATA, AUMUA",H4AS00036,H,AS,0,REP,INCUMBENT,6/7/2022,,,,0,F,F,0,N,Asian/Pacific Islander,AP,NULL,N,0,Amata Coleman Radewagen,Aumua,Amata
WMPID866,1,Y,"SCHWEIKERT, DAVID S.",H4AZ06045,H,AZ,1,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,1,David Schweikert,David,Schweikert
WMPID867,1,Y,"GALLEGO, RUBEN",H4AZ07043,H,AZ,3,DEM,INCUMBENT,6/7/2022,,,,0,M,M,1,Y,Hispanic/Latino,H,Mexican/Colombian,N,0,Ruben Gallego,Ruben,Gallego
WMPID870,1,Y,"KHANNA, ROHIT",H4CA12055,H,CA,17,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,Asian/Pacific Islander,AP,NULL,N,0,Ro Khanna,Ro,Khanna
WMPID871,1,Y,"LOFGREN, ZOE",H4CA16049,H,CA,18,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,n,White,W,NULL,n,0,Zoe Lofgren,Zoe,Lofgren
WMPID872,1,Y,"COSTA, JIM",H4CA20082,H,CA,21,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Jim Costa,Jim,Costa
WMPID873,1,Y,"WATERS, MAXINE",H4CA23011,H,CA,43,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,N,Black,B,NULL,N,0,Maxine Waters,Maxine,Waters
WMPID2833,0,,"RAB, AEJAZ (RAJI)",H4CA30123,H,CA,32,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,Asian/Pacific Islander,AP,Indian,N,0,Raji Rab,Raji,Rab
WMPID874,1,Y,"LIEU, TED",H4CA33119,H,CA,36,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,Asian/Pacific Islander,AP,NULL,N,0,Ted Lieu,Ted,Lieu
WMPID875,1,Y,"TORRES, NORMA",H4CA35031,H,CA,35,DEM,CHALLENGER,6/7/2022,,,,0,F,F,1,Y,Hispanic/Latino,H,NULL,N,0,Norma Torres,Norma,Torres
WMPID878,1,Y,"BUCK, KENNETH R",H4CO04090,H,CO,4,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Ken Buck,Ken,Buck
WMPID3764,0,,"RIMENSNYDER, NELSON FREDERICK",H4DC00092,H,DC,0,REP,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Nelson Frederick Rimensnyder,Nelson Frederick,Rimensnyder
WMPID880,1,Y,"COHN, ALAN",H4FL15155,H,FL,15,DEM,,6/28/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Alan Cohn,Alan,Cohn
WMPID881,1,Y,"WASSERMAN SCHULTZ, DEBBIE",H4FL20023,H,FL,25,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Debbie Wasserman Schultz,Debbie,Wasserman Schultz
WMPID3773,0,,"MOREL, EMMANUEL G",H4FL21054,H,FL,20,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Emmanuel Morel,Emmanuel,Morel
WMPID882,1,Y,"CARTER, EARL LEROY",H4GA01039,H,GA,1,REP,INCUMBENT,6/7/2022,House,Won,24-May,1,M,M,0,N,White,W,NULL,N,0,Buddy Carter,Buddy,Carter
WMPID4318,0,,"CHILDS, VIVIAN LOUISE",H4GA02078,H,GA,2,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,Black,B,NULL,NULL,0,Vivian Louise Childs,Vivian Louise,Childs
WMPID1748,1,Y,"COLLINS, MICHAEL A JR",H4GA10071,H,GA,10,REP,OPEN,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Michael Jr Collins,Michael Jr,Collins
WMPID883,1,Y,"LOUDERMILK, BARRY",H4GA11061,H,GA,11,REP,INCUMBENT,6/7/2022,House,Won,24-May,1,M,M,0,N,White,W,NULL,N,0,Barry Loudermilk,Barry,Loudermilk
WMPID2785,0,,"YU, EUGENE",H4GA12051,H,GA,6,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,Asian/Pacific Islander,AP,NULL,NULL,0,Eugene Yu,Eugene,Yu
WMPID884,0,,"GRIFFIN, CALVIN",H4HI01183,H,HI,1,N,,6/28/2022,,,,0,UNK,,,,NULL,,,,0,Calvin Griffin,Calvin,Griffin
WMPID4985,1,Y,"HOLDER, BRYAN JACK",H4IA03149,H,IA,4,OTH,CHALLENGER,8/5/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Bryan Jack Holder,Bryan Jack,Holder
WMPID3689,0,,"SMITH, BRYAN",H4ID02063,H,ID,2,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Bryan Smith,Bryan,Smith
WMPID886,1,Y,"DAVIS, DANNY K. MR.",H4IL07037,H,IL,7,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Danny K Davis,Danny,Davis
WMPID887,1,Y,"BOST, MICHAEL",H4IL12060,H,IL,12,REP,INCUMBENT,6/7/2022,House,Won,28-Jun,1,M,M,0,N,White,W,NULL,N,0,Mike Bost,Mike,Bost
WMPID2307,0,,"BEACHY, PHILLIP D",H4IN04032,H,IN,3,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Phillip Beachy,Phillip,Beachy
WMPID2519,0,,"POLLCHIK, HOWARD JOSEPH",H4IN04206,H,IN,4,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Howard Joseph Pollchik,Howard Joseph,Pollchik
WMPID4539,0,,"GODFREY, CURTIS",H4IN07159,H,IN,7,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,Black,B,NULL,NULL,0,Curtis Godfrey,Curtis,Godfrey
WMPID2099,0,,"THOMAS, WILLIAM JOSEPH",H4IN09098,H,IN,9,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,William Joseph Thomas,William Joseph,Thomas
WMPID4140,1,Y,"YOUNG, GEOFFREY M",H4KY06163,H,KY,6,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Geoffrey Young,Geoffrey,Young
WMPID2183,0,,"DUGAS, LEE ANN",H4LA01147,H,LA,1,DEM,,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Lee Ann Dugas,Lee Ann,Dugas
WMPID889,1,Y,"GRAVES, GARRET",H4LA06153,H,LA,6,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Garret Graves,Garret,Graves
WMPID1374,0,,"MAYOCK, FREDERICK",H4MA01059,H,MA,1,NNE,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Frederick Mayock,Frederick,Mayock
WMPID890,1,Y,"MCGOVERN, JAMES P. MR.",H4MA03022,H,MA,2,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,James P McGovern,James,McGovern
WMPID891,1,Y,"CLARK, KATHERINE",H4MA05084,H,MA,5,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,n,White,W,NULL,n,0,Katherine Clark,Katherine,Clark
WMPID892,1,Y,"MOULTON, SETH",H4MA06090,H,MA,6,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Seth Moulton,Seth,Moulton
WMPID4254,1,Y,"POLIQUIN, BRUCE LEE",H4ME02234,H,ME,2,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,1,Bruce Lee Poliquin,Bruce Lee,Poliquin
WMPID894,1,Y,"MOOLENAAR, JOHN MR.",H4MI04126,H,MI,2,REP,INCUMBENT,6/7/2022,House,-,2-Aug,1,M,M,0,N,White,W,NULL,N,0,John Moolenaar,John,Moolenaar
WMPID895,1,Y,"WALBERG, TIMOTHY L REP",H4MI07103,H,MI,5,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Tim Walberg,Tim,Walberg
WMPID4655,0,,"DONOVAN, MICHELLE R.E.",H4MI09109,H,MI,9,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Michelle Donovan,Michelle,Donovan
WMPID896,1,Y,"DINGELL, DEBBIE",H4MI12079,H,MI,6,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,n,White,W,NULL,n,0,Debbie Dingell,Debbie,Dingell
WMPID3018,0,,"OVERBY, PAULA MIRARE",H4MN02136,H,MN,2,OTH,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Paula Mirare Overby,Paula Mirare,Overby
WMPID897,1,Y,"EMMER, THOMAS EARL JR.",H4MN06087,H,MN,6,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Tom Emmer,Tom,Emmer
WMPID898,1,Y,"CLEAVER, EMANUEL II",H4MO05234,H,MO,5,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Emanuel Cleaver,Emanuel,Cleaver
WMPID899,1,Y,"CRAIG, KEVIN",H4MO07107,H,MO,7,LIB,OPEN,8/26/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Kevin Craig,Kevin,Craig
WMPID900,1,Y,"SMITH, JASON T",H4MO08162,H,MO,8,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Jason Smith,Jason,Smith
WMPID901,1,Y,"THOMPSON, BENNIE G.",H4MS02068,H,MS,2,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Bennie G Thompson,Bennie,Thompson
WMPID902,1,Y,"ROSENDALE, MATT MR.",H4MT00050,H,MT,2,REP,INCUMBENT,6/7/2022,House,Won,7-Jun,1,M,M,,NULL,White,W,NULL,NULL,0,Matt Rosendale,Matt,Rosendale
WMPID2527,1,Y,"ZINKE, RYAN K",H4MT01041,H,MT,1,REP,OPEN,6/7/2022,House,Won,7-Jun,1,M,M,0,N,White,W,NULL,N,0,Ryan Zinke,Ryan,Zinke
WMPID3699,0,,"AIKEN, CLAYTON CLAY",H4NC02127,H,NC,4,DEM,OPEN,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Clayton Clay Aiken,Clayton Clay,Aiken
WMPID904,1,Y,"FOXX, VIRGINIA ANN",H4NC05146,H,NC,5,REP,INCUMBENT,6/7/2022,House,Won,17-May,1,F,F,0,n,White,W,NULL,n,0,Virginia Foxx,Virginia,Foxx
WMPID905,1,Y,"MCHENRY, PATRICK TIMOTHY",H4NC10047,H,NC,10,REP,INCUMBENT,6/7/2022,House,Won,17-May,1,M,M,0,N,White,W,NULL,N,0,Patrick McHenry,Patrick,McHenry
WMPID906,1,Y,"ADAMS, ALMA SHEALEY",H4NC12100,H,NC,12,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,N,Black,B,NULL,N,0,Alma Adams,Alma,Adams
WMPID908,1,Y,"NORCROSS, DONALD W",H4NJ01084,H,NJ,1,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Don Norcross,Donald,Norcross
WMPID909,1,Y,"GUSTAFSON, CLAIRE H.",H4NJ01118,H,NJ,1,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Claire Gustafson,Claire,Gustafson
WMPID4615,0,,"WILDES, MICHAEL",H4NJ09095,H,NJ,9,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Michael Wildes,Michael,Wildes
WMPID910,1,Y,"COLEMAN, BONNIE WATSON",H4NJ12149,H,NJ,12,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,N,Black,B,NULL,N,0,Bonnie Coleman,Bonnie,Coleman
WMPID5114,1,Y,"CANNON, ALLEN J",H4NJ12164,H,NJ,1,OTH,CHALLENGER,9/29/2022,,,,,UNK,,,,NULL,,,,0,Allen Cannon,Allen,Cannon
WMPID912,0,,"RICE, KATHLEEN",H4NY04075,H,NY,4,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,n,White,W,NULL,n,0,Kathleen Rice,Kathleen,Rice
WMPID915,1,Y,"CLARKE, YVETTE  D.",H4NY11138,H,NY,9,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,N,Black,B,NULL,N,0,Yvette D Clarke,Yvette,Clarke
WMPID918,1,Y,"STEFANIK, ELISE M.",H4NY21079,H,NY,21,REP,INCUMBENT,6/7/2022,House,-,23-Aug,1,F,F,0,n,White,W,NULL,n,0,Elise Stefanik,Elise,Stefanik
WMPID919,1,Y,"TENNEY, CLAUDIA",H4NY22051,H,NY,24,REP,INCUMBENT,6/7/2022,House,-,23-Aug,1,F,F,0,n,White,W,NULL,n,0,Claudia Tenney,Claudia,Tenney
WMPID921,1,Y,"HIGGINS, BRIAN",H4NY27076,H,NY,26,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Brian M Higgins,Brian,Higgins
WMPID4955,0,,"CIAMPOLI, JOHN",H4NY29148,H,NY,16,REP,,7/21/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,John Ciampoli,John,Ciampoli
WMPID922,1,Y,"LUCAS, FRANK D.",H4OK06056,H,OK,3,REP,INCUMBENT,6/7/2022,House,Won,28-Jun,1,M,M,0,N,White,W,NULL,N,0,Frank D Lucas,Frank,Lucas
WMPID2709,0,,"HUBER, RAIPH R",H4OR02228,H,OR,2,REP,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Raiph Huber,Raiph,Huber
WMPID923,1,Y,"BOYLE, BRENDAN F",H4PA13199,H,PA,2,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Brendan Boyle,Brendan,Boyle
WMPID5110,1,Y,"WINTON, MIKE",H4TN06184,H,TN,4,IND,,9/29/2022,,,,,UNK,NULL,,NULL,NULL,NULL,NULL,NULL,0,Mike Winton,Mike,Winton
WMPID5156,1,Y,"COOK, PAUL",H4TN09097,H,TN,9,IND,,9/29/2022,,,,,UNK,NULL,,NULL,NULL,NULL,NULL,NULL,0,Paul Cook,Paul,Cook
WMPID927,1,Y,"GREEN, ALEXANDER",H4TX09095,H,TX,9,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Al Green,Al,Green
WMPID928,1,Y,"DOGGETT, LLOYD",H4TX10028,H,TX,37,DEM,OPEN,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Lloyd Doggett,Lloyd,Doggett
WMPID929,1,Y,"MCCAUL, MICHAEL",H4TX10093,H,TX,10,REP,INCUMBENT,6/7/2022,House,Won,1-Mar,1,M,M,0,N,White,W,NULL,N,0,Michael McCaul,Mike,Mccaul
WMPID930,1,Y,"KELSEY, BILL",H4TX10184,H,TX,10,LIB,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Bill Kelsey,Bill,Kelsey
WMPID931,1,Y,"LEE, SHEILA JACKSON",H4TX18054,H,TX,18,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,N,Black,B,NULL,N,0,Sheila Jackson Lee,Sheila,Jackson-Lee
WMPID5052,1,Y,"DUNCAN, VINCE",H4TX18112,H,TX,18,IND,CHALLENGER,8/5/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Vince Duncan,Vince,Duncan
WMPID4182,1,Y,"KOLLS, MIKE",H4TX24151,H,TX,26,LIB,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Mike Kolls,Mike,Kolls
WMPID1994,0,,"ROCELLERPITTS, ANGEIGH",H4TX30067,H,TX,30,REP,OPEN,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Angeigh Rocellerpitts,Angeigh,Rocellerpitts
WMPID935,1,Y,"BEYER, DONALD STERNOFF HONORABLE JR.",H4VA08224,H,VA,8,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Don Beyer,Don,Beyer
WMPID936,1,Y,"NEWHOUSE, DAN",H4WA04104,H,WA,4,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Dan Newhouse,Dan,Newhouse
WMPID937,1,Y,"MCMORRIS RODGERS, CATHY",H4WA05077,H,WA,5,REP,INCUMBENT,6/7/2022,,,,0,F,F,0,n,White,W,NULL,n,0,Cathy McMorris Rodgers,Cathy,Mcmorris-Rodgers
WMPID939,1,Y,"BASLER, DOUGLAS MICHAEL",H4WA09061,H,WA,9,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Doug Basler,Doug,Basler
WMPID940,1,Y,"MOORE, GWEN S",H4WI04183,H,WI,4,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,N,Black,B,NULL,N,0,Gwen Moore,Gwen,Moore
WMPID941,1,Y,"GROTHMAN, GLENN S.",H4WI06048,H,WI,6,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Glenn S Grothman,Glenn,Grothman
WMPID942,1,Y,"MOONEY, ALEXANDER XAVIER",H4WV02080,H,WV,2,REP,INCUMBENT,6/7/2022,House,Won,10-May,1,M,M,1,Y,Hispanic/Latino,H,NULL,N,0,Alex Mooney,Alex,Mooney
WMPID4804,0,,"HIBLER, WILLIAM D",H6AK00243,H,AK,0,N,,6/28/2022,,,,0,UNK,,,,NULL,,,,0,William D Hibler,William D,Hibler
WMPID4827,0,,"WRIGHT, STEPHEN T",H6AK00284,H,AK,0,REP,,6/28/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Stephen Wright,Stephen,Wright
WMPID944,1,Y,"ADERHOLT, ROBERT B. REP.",H6AL04098,H,AL,4,REP,INCUMBENT,6/7/2022,House,Won,24-May,1,M,M,0,N,White,W,NULL,N,0,Robert B Aderholt,Robert,Aderholt
WMPID945,1,Y,"O'HALLERAN, TOM",H6AZ01199,H,AZ,2,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Tom O'Halleran,Tom,O'halleran
WMPID946,1,Y,"BIGGS, ANDY MR.",H6AZ05083,H,AZ,5,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Andy Biggs,Andy,Biggs
WMPID947,0,,"GILES, DAVID VICTOR",H6AZ09010,H,AZ,9,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,n,White,W,NULL,n,0,Dave Giles,Dave,Giles
WMPID2446,0,,"PETERSON, DAVID",H6CA01202,H,CA,3,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,David Peterson,David,Peterson
WMPID948,1,Y,"MATSUI, DORIS",H6CA05195,H,CA,7,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,N,Asian/Pacific Islander,AP,NULL,N,0,Doris Matsui,Doris,Matsui
WMPID1827,0,,"DEHN, JOSEPH W III",H6CA14064,H,CA,17,LIB,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Joseph III Dehn,Joseph III,Dehn
