cand_id,wmpid,genelect_cd,CurrCand,cand_name,cand_office,cand_office_st,cand_office_dist,cand_party_affiliation,cand_incumbent_challenger_open_s,dateadded_cd,office_wapo,result_wapo,primarydate_wapo,trumpe_wapo,gender_wmp,gender_crp,latino_wmp,latino_crp,race_wmp,race_crp1,race_crp2,race_crpmena,hse_cmpt_gen,full_name,first_name,last_name,st_dist
S2ID00160,WMPID4371,0,"","BOURN, BRENDA",S,ID,0,REP,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Brenda Bourn,Brenda,Bourn,ID0
S2ID00178,WMPID2576,1,Y,"ROTH, DAVID JORDAN",S,ID,0,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,David Jordan Roth,David Jordan,Roth,ID0
S2ID00186,WMPID2607,0,"","TURNBULL, RAMONT",S,ID,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Ramont Turnbull,Ramont,Turnbull,ID0
S2ID00194,WMPID2254,0,"","PURSLEY, BENJAMIN",S,ID,0,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Benjamin Pursley,Benjamin,Pursley,ID0
S2ID00202,WMPID3320,1,Y,"SIERRA, CARTA REALE",S,ID,0,LIB,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Carta Reale Sierra,Carta Reale,Sierra,ID0
S2IL00143,WMPID4469,0,"","SALINAS, ALLISON",S,IL,0,REP,CHALLENGER,6/7/2022,"","","",0,F,F,0,N,White,W,NULL,N,0,Allison Salinas,Allison,Salinas,IL0
S2IL00150,WMPID3235,0,"","ARVIEW, TIMOTHY C",S,IL,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Timothy Arview,Timothy,Arview,IL0
S2IL00168,WMPID4640,0,"","CRUZ, ROBERT ROB",S,IL,0,REP,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Rob Cruz,Rob,Cruz,IL0
S2IL00176,WMPID3751,1,Y,"HAUSKINS, DANIEL OBAMA MR JR",S,IL,0,GWP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Daniel Hauskins,Daniel,Hauskins,IL0
S2IL00184,WMPID4404,0,"","PITON, ROBERT 'BOBBY'",S,IL,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Bobby Piton,Bobby,Piton,IL0
S2IL00192,WMPID3748,0,"","WALLACE, ERIC M",S,IL,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Eric Wallace,Eric,Wallace,IL0
S2IL00200,WMPID2157,0,"","CHLEBEK, CASEY",S,IL,0,REP,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Casey Chlebek,Casey,Chlebek,IL0
S2IL00218,WMPID1734,0,"","WALKER, IESHA NICOLE",S,IL,0,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Iesha Nicole Walker,Iesha Nicole,Walker,IL0
S2IL00226,WMPID4183,1,Y,"REDPATH, WILLIAM MR.",S,IL,0,LIB,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,William Redpath,William,Redpath,IL0
S2IL00234,WMPID2440,0,"","TILLMAN, JIMMY LEE II",S,IL,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,Black,B,NULL,N,0,Jimmy Lee II Tillman,Jimmy Lee II,Tillman,IL0
S2IL00242,WMPID3269,0,"","HUDSON, LANETTE MS",S,IL,0,REP,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,Black,B,NULL,NULL,0,Lanette Hudson,Lanette,Hudson,IL0
S2IL00259,WMPID3795,0,"","DUBIEL, MATTHEW JAMES",S,IL,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Matthew James Dubiel,Matthew James,Dubiel,IL0
S2IL00267,WMPID2659,1,Y,"SALVI, KATHY RAYE",S,IL,0,REP,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Kathy Raye Salvi,Kathy Raye,Salvi,IL0
S2IL00283,WMPID2419,1,Y,"HORGES, BRADLEY LAMAR MR. JR.",S,IL,0,W,"",6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Bradley Lamar Jr. Horges,Bradley Lamar Jr.,Horges,IL0
S2IL00291,WMPID4918,0,"","WILLIAMS, ANTHONY W",S,IL,0,REP,"",7/5/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Anthony Williams,Anthony,Williams,IL0
S2IL00309,WMPID5105,0,"","MARCOTTE, KELLY LYNN MS",S,IL,0,DEM,"",9/13/2022,"","","",,UNK,"",,"",NULL,"","","",0,Kelly Lynn Marcotte,Kelly Lynn,Marcotte,IL0
S2IN00133,WMPID4510,1,Y,"KHAALIQ, HANEEFAH MS.",S,IN,0,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,0,N,Black,B,NULL,N,0,Haneefah Khaaliq,Haneefah,Khaaliq,IN0
S2IN00158,WMPID3496,1,Y,"GABEHART, JASON",S,IN,0,IND,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Jason Gabehart,Jason,Gabehart,IN0
S2IN00166,WMPID3855,0,"","MCCRAY, VALERIE L DR",S,IN,0,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,Black,B,NULL,NULL,0,Valerie Mccray,Valerie,Mccray,IN0
S2IN00174,WMPID241,1,Y,"KIZIK, ELLEN MS.",S,IN,0,NON,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Ellen Kizik,Ellen,Kizik,IN0
S2IN00182,WMPID2763,0,"","NIEDERBERGER, DANIEL MR",S,IN,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,0,n,White,W,NULL,n,0,Daniel Niederberger,Daniel,Niederberger,IN0
S2IN00190,WMPID3829,0,"","X, MALCOLM MR.",S,IN,0,DEM,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Malcolm X,Malcolm,X,IN0
S2IN00208,WMPID1575,1,Y,"MCDERMOTT, THOMAS M. JR",S,IN,0,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Thomas Jr Mcdermott,Thomas Jr,Mcdermott,IN0
S2IN00232,WMPID2575,0,"","PIPER, JOHN",S,IN,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,John Piper,John,Piper,IN0
S2IN00281,WMPID4688,0,"","HENRY, WILL",S,IN,0,LIB,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Will Henry,Will,Henry,IN0
S2IN00307,WMPID3441,1,Y,"SCENIAK, JAMES",S,IN,0,LIB,"",6/7/2022,"","","",,M,M,,NULL,White,W,NULL,NULL,0,James Sceniak,James,Sceniak,IN0
S2IN00315,WMPID3533,0,"","YOUNG, ALEEM MR",S,IN,0,IND,"",6/7/2022,"","","",,UNK,"",,"",NULL,"","","",0,Aleem Young,Aleem,Young,IN0
S2KS00097,WMPID3874,0,"","SOETAERT, MICHAEL",S,KS,0,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Michael Soetaert,Michael,Soetaert,KS0
S2KS00113,WMPID3765,1,Y,"HOLLAND, MARK R. REV.",S,KS,0,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Mark Holland,Mark,Holland,KS0
S2KS00121,WMPID2219,0,"","KLINGENBERG, ROBERT JOSEPH",S,KS,0,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Robert Joseph Klingenberg,Robert Joseph,Klingenberg,KS0
S2KS00139,WMPID4953,0,"","BUSKIRK, PAUL",S,KS,0,DEM,"",7/21/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Paul Buskirk,Paul,Buskirk,KS0
S2KS00147,WMPID5039,0,"","ANDRA, MIKE",S,KS,0,DEM,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Mike Andra,Mike,Andra,KS0
S2KS00154,WMPID5153,1,Y,"GRAHAM, DAVID C.",S,KS,0,LIB,CHALLENGER,9/29/2022,"","","",,UNK,NULL,,NULL,NULL,NULL,NULL,NULL,0,David Graham,David,Graham,KS0
S2KY00111,WMPID2637,0,"","GAO, RUTH DR.",S,KY,0,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,0,N,White,W,NULL,N,0,Ruth Gao,Ruth,Gao,KY0
S2KY00129,WMPID1604,0,"","FREDRICK, VAL DR",S,KY,0,REP,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Val Fredrick,Val,Fredrick,KY0
S2KY00137,WMPID3369,0,"","STAINFIELD, TAMI L.",S,KY,0,REP,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Tami Stainfield,Tami,Stainfield,KY0
S2KY00145,WMPID2695,1,Y,"BIERY, DAVID",S,KY,0,LIB,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,David Biery,David,Biery,KY0
S2KY00152,WMPID2698,0,"","BLANTON, JOSHUA WESLEY SR.",S,KY,0,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Joshua Wesley Sr. Blanton,Joshua Wesley Sr.,Blanton,KY0
S2KY00160,WMPID1781,0,"","MERRILL, JOHN",S,KY,0,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,John Merrill,John,Merrill,KY0
S2KY00178,WMPID3198,0,"","BLANKENSHIP, ARNOLD",S,KY,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Arnold Blankenship,Arnold,Blankenship,KY0
S2KY00186,WMPID2766,0,"","HAMILTON, PAUL V",S,KY,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Paul Hamilton,Paul,Hamilton,KY0
S2KY00194,WMPID2956,0,"","SCHIESS, JOHN",S,KY,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,John Schiess,John,Schiess,KY0
S2KY00202,WMPID5098,0,"","THOMASON, CHARLES LEE",S,KY,0,DEM,"",9/13/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Charles Lee Thomason,Charles Lee,Thomason,KY0
S2LA00127,WMPID2339,1,Y,"PARHAM, NICHOLAS",S,LA,0,IND,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Nicholas Parham,Nicholas,Parham,LA0
S2LA00135,WMPID4438,1,Y,"MIXON, LUKE",S,LA,0,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Luke Mixon,Luke,Mixon,LA0
S2LA00143,WMPID4532,1,Y,"VICTORIAN, MICHAEL DUKES",S,LA,0,SLP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Michael Dukes Victorian,Michael Dukes,Victorian,LA0
S2LA00150,WMPID4727,1,Y,"CHAMBERS, GARY JR.",S,LA,0,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,Black,B,NULL,NULL,0,Gary Jr. Chambers,Gary Jr.,Chambers,LA0
S2LA00168,WMPID3983,1,Y,"STEIB, SYRITA",S,LA,0,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,Black,B,NULL,NULL,0,Syrita Steib,Syrita,Steib,LA0
S2LA00176,WMPID4822,1,Y,"KYDER, ALBERT",S,LA,0,REP,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Albert Kyder,Albert,Kyder,LA0
S2LA00184,WMPID1507,1,Y,"MENDOZA, MANLIO VINICIO",S,LA,0,DEM,"",6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Vinny Mendoza,Vinny,Mendoza,LA0
S2MD00511,WMPID3876,0,"","FARRIS, JADEN THOMAS MR.",S,MD,0,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jaden Thomas Farris,Jaden Thomas,Farris,MD0
S2MD00529,WMPID4674,0,"","SMITH, MICHELLE LAURENCE MS",S,MD,0,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,0,N,Black,B,NULL,N,0,Michelle Laurence Smith,Michelle Laurence,Smith,MD0
S2MD00545,WMPID3662,0,"","MCGREEVEY, JONATHAN A DR",S,MD,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jonathan Mcgreevey,Jonathan,Mcgreevey,MD0
S2MD00552,WMPID3544,0,"","TARANTIN, JAMES",S,MD,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,Middle East North Africa,M,NULL,Y,0,James Tarantin,James,Tarantin,MD0
S2MD00578,WMPID2569,0,"","HAWKINS, REBA",S,MD,0,REP,CHALLENGER,6/7/2022,"","","",0,F,F,0,n,Black,B,NULL,n,0,Reba Hawkins,Reba,Hawkins,MD0
S2MD00586,WMPID2747,0,"","THORMANN, JOHN H. IV",S,MD,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,John IV Thormann,John IV,Thormann,MD0
S2MD00594,WMPID4226,0,"","PEREZ, JOSEPH MR.",S,MD,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Joseph Perez,Joseph,Perez,MD0
S2MD00602,WMPID4477,0,"","FRIEND, LORIE R",S,MD,0,REP,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Lorie Friend,Lorie,Friend,MD0
S2MD00610,WMPID4936,0,"","NAI, AKO",S,MD,0,DEM,"",7/12/2022,"","","",,UNK,"",,"",NULL,"","","",0,Ako Nai,Ako,Nai,MD0
S2MD00628,WMPID4962,0,"","GRIFFIN, SCOTTIE JO DR.",S,MD,0,DEM,"",7/21/2022,"","","",,UNK,"",,"",NULL,"","","",0,Scottie Jo Griffin,Scottie Jo,Griffin,MD0
S2MD00636,WMPID5013,0,"","DAVIS, GEORGE",S,MD,0,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,George Davis,George,Davis,MD0
S2MD00644,WMPID5047,0,"","PUGLISI, TODD A.",S,MD,0,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Todd Puglisi,Todd,Puglisi,MD0
S2MO00122,WMPID4947,0,"","BROWN, THEODIS SR",S,MO,0,IND,"",7/21/2022,"","","",,UNK,"",,"",NULL,"","","",0,Theodis Brown,Theodis,Brown,MO0
S2MO00460,WMPID1611,0,"","SHEPARD, TIMOTHY JACOB",S,MO,0,DEM,OPEN,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Timothy Jacob Shepard,Timothy Jacob,Shepard,MO0
S2MO00478,WMPID4334,0,"","SIFTON, SCOTT MR.",S,MO,0,DEM,OPEN,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Scott Sifton,Scott,Sifton,MO0
S2MO00486,WMPID1722,1,Y,"STRAUSS, NICHOLAS CRANE",S,MO,0,UNK,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Nicholas Crane Strauss,Nicholas Crane,Strauss,MO0
S2MO00494,WMPID4298,0,"","KELLY, JEWEL WILLIAM JR",S,MO,0,DEM,OPEN,6/7/2022,"","","",0,M,M,0,N,Black,B,NULL,N,0,Jewel William Jr Kelly,Jewel William Jr,Kelly,MO0
S2MO00502,WMPID4283,0,"","NICHOLAS CRANE, STRAUSS",S,MO,0,"",OPEN,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Strauss Nicholas Crane,Strauss,Nicholas Crane,MO0
S2MO00510,WMPID1657,0,"","BRINKMANN, JOHN MICHAEL",S,MO,0,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,John Michael Brinkmann,John Michael,Brinkmann,MO0
S2MO00528,WMPID1921,0,"","KUNCE, LUCAS",S,MO,0,DEM,OPEN,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Lucas Kunce,Lucas,Kunce,MO0
S2MO00536,WMPID1695,0,"","GREITENS, ERIC",S,MO,0,REP,OPEN,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Eric Greitens,Eric,Greitens,MO0
S2MO00544,WMPID4545,1,Y,"SCHMITT, ERIC",S,MO,0,REP,OPEN,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Eric Schmitt,Eric,Schmitt,MO0
S2MO00551,WMPID2355,0,"","TODER, SPENCER ROSS",S,MO,0,DEM,OPEN,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Spencer Ross Toder,Spencer Ross,Toder,MO0
S2MO00569,WMPID3649,0,"","PORTER, DESHON",S,MO,0,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Deshon Porter,Deshon,Porter,MO0
S2MO00577,WMPID1903,0,"","MCQUEEN, ELDON DAN",S,MO,0,REP,OPEN,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Eldon Dan Mcqueen,Eldon Dan,Mcqueen,MO0
S2MO00585,WMPID2859,0,"","MCCLOSKEY, MARK T",S,MO,0,REP,OPEN,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Mark Mccloskey,Mark,Mccloskey,MO0
S2MO00593,WMPID385,0,"","HARTZLER, VICKY J",S,MO,0,REP,OPEN,6/7/2022,"","","",0,F,F,0,n,White,W,NULL,n,0,Vicky Hartzler,Vicky,Hartzler,MO0
S2MO00601,WMPID1599,1,Y,"PRICE, STEVEN CRAIG",S,MO,0,IND,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Steven Craig Price,Steven Craig,Price,MO0
S2MO00627,WMPID3151,0,"","SIMS, DAVID E. MR.",S,MO,0,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,Black,B,NULL,NULL,0,David Sims,David,Sims,MO0
S2MO00635,WMPID3653,0,"","ALAM, MD RABBI DR",S,MO,0,DEM,OPEN,6/7/2022,"","","",0,M,M,0,N,Asian/Pacific Islander,AP,NULL,NULL,0,Md Alam,Md,Alam,MO0
S2MO00643,WMPID3514,0,"","SCHATZ, DAVE",S,MO,0,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Dave Schatz,Dave,Schatz,MO0
S2MO00650,WMPID393,0,"","ROSS, GENA DR.",S,MO,0,DEM,OPEN,6/7/2022,"","","",0,F,F,0,N,Black,B,NULL,N,0,Gena Ross,Gena,Ross,MO0
S2MO00668,WMPID4178,1,Y,"TUNNELL, LEONARD",S,MO,0,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Leonard Tunnell,Leonard,Tunnell,MO0
S2MO00676,WMPID2957,0,"","HURLA, ANDREW",S,MO,0,DEM,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Andrew Hurla,Andrew,Hurla,MO0
S2MO00684,WMPID2831,0,"","ROLEN, LEWIS WARREN MR.",S,MO,0,DEM,OPEN,6/7/2022,"","","",0,M,M,,NULL,Black,B,NULL,NULL,0,Lewis Warren Rolen,Lewis Warren,Rolen,MO0
S2MO00692,WMPID4659,1,Y,"BUSCH VALENTINE, TRUDY",S,MO,0,DEM,OPEN,6/7/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Trudy Busch Valentine,Trudy,Busch Valentine,MO0
S2MO00700,WMPID2627,0,"","JOINER, RICKY",S,MO,0,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Ricky Joiner,Ricky,Joiner,MO0
S2MO00718,WMPID2132,0,"","KELLY, PATRICK DANIEL",S,MO,0,DEM,OPEN,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Patrick Daniel Kelly,Patrick Daniel,Kelly,MO0
S2MO00726,WMPID394,0,"","LONG, BILLY",S,MO,0,REP,"",6/28/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Billy Long,Billy,Long,MO0
S2MO00734,WMPID4903,1,Y,"WOOD, JOHN FREDERICK",S,MO,0,IND,"",7/5/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,John Frederick Wood,John Frederick,Wood,MO0
S2MO00742,WMPID5026,0,"","HARRIS, RONALD",S,MO,0,DEM,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Ronald Harris,Ronald,Harris,MO0
S2MO00759,WMPID5031,0,"","SHIPP, JOSH",S,MO,0,DEM,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Josh Shipp,Josh,Shipp,MO0
S2MO00767,WMPID5015,0,"","TAYLOR, CLARENCE (CLAY)",S,MO,0,DEM,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Clay Taylor,Clay,Taylor,MO0
S2MO00775,WMPID4968,0,"","ALLEN, ROBERT",S,MO,0,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Robert Allen,Robert,Allen,MO0
S2MO00783,WMPID5051,0,"","BREYFOGLE, RUSSEL PEALER JR.",S,MO,0,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Russel Pealer Jr. Breyfogle,Russel Pealer Jr.,Breyfogle,MO0
S2MO00791,WMPID5046,0,"","CHILTON, DENNIS LEE",S,MO,0,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Dennis Lee Chilton,Dennis Lee,Chilton,MO0
S2MO00809,WMPID4974,0,"","GARDNER, C.W.",S,MO,0,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,C.W. Gardner,C.W.,Gardner,MO0
S2MO00817,WMPID5045,0,"","MCCLANAHAN, DARRELL LEON III",S,MO,0,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Darrell Leon III McClanahan,Darrell Leon III,McClanahan,MO0
S2MO00825,WMPID5042,0,"","MCELROY, ERIC",S,MO,0,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Eric Mcelroy,Eric,Mcelroy,MO0
S2MO00833,WMPID5019,0,"","OLSON, ROBERT",S,MO,0,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Robert Olson,Robert,Olson,MO0
S2MO00841,WMPID5041,0,"","SCHEPERS, KEVIN C.",S,MO,0,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Kevin Schepers,Kevin,Schepers,MO0
S2MO00858,WMPID5037,0,"","VAUGHN, CURTIS D.",S,MO,0,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Curtis Vaughn,Curtis,Vaughn,MO0
S2MO00866,WMPID5005,1,Y,"VENABLE, PAUL",S,MO,0,CON,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Paul Venable,Paul,Venable,MO0
S2NC00273,WMPID3466,0,"","BRIAN, LEE ANDREA MS",S,NC,0,REP,OPEN,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Lee Andrea Brian,Lee Andrea,Brian,NC0
S2NC00281,WMPID2411,0,"","RORIE, WINTER MS",S,NC,0,DEM,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Winter Rorie,Winter,Rorie,NC0
S2NC00299,WMPID3087,1,Y,"BOYETTE, HAYDEN ZEL MR NONE",S,NC,0,IND,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Hayden Zel None Boyette,Hayden Zel None,Boyette,NC0
S2NC00307,WMPID4021,0,"","WALKER, BRADLEY MARK",S,NC,0,REP,OPEN,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Bradley Mark Walker,Bradley Mark,Walker,NC0
S2NC00331,WMPID3518,0,"","DAVENPORT, KEITH",S,NC,0,DEM,OPEN,6/7/2022,"","","",0,M,M,0,N,Black,B,NULL,N,0,Keith Davenport,Keith,Davenport,NC0
S2NC00349,WMPID2769,0,"","BORGHESE, RENE",S,NC,0,REP,OPEN,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Rene Borghese,Rene,Borghese,NC0
S2NC00356,WMPID2166,0,"","JACKSON, JEFF",S,NC,0,DEM,OPEN,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Jeff Jackson,Jeff,Jackson,NC0
S2NC00364,WMPID4142,0,"","ELLERBY, CARLTON",S,NC,0,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Carlton Ellerby,Carlton,Ellerby,NC0
S2NC00372,WMPID4202,0,"","EDWARDS, AVA MARIE",S,NC,0,DEM,OPEN,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Ava Marie Edwards,Ava Marie,Edwards,NC0
S2NC00380,WMPID4181,0,"","GAGHAN, JAMES M",S,NC,0,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,James Gaghan,James,Gaghan,NC0
S2NC00398,WMPID4163,0,"","LAGRONE, TOBIAS EVERETT DR.",S,NC,0,DEM,OPEN,6/7/2022,"","","",0,M,M,,NULL,Black,B,NULL,NULL,0,Tobias Everett Lagrone,Tobias Everett,Lagrone,NC0
S2NC00406,WMPID2731,0,"","WATKINS, RICHARD LEE DR.",S,NC,0,DEM,OPEN,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Richard Lee Watkins,Richard Lee,Watkins,NC0
S2NC00414,WMPID4090,0,"","RHOADS, CHRISTINA",S,NC,0,REP,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Christina Rhoads,Christina,Rhoads,NC0
S2NC00422,WMPID4423,1,Y,"RHINEHARDT, KIMREY WOODARD MRS.",S,NC,0,UN,OPEN,6/7/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Kimrey Woodards. Rhinehardt,Kimrey Woodards.,Rhinehardt,NC0
S2NC00430,WMPID3667,0,"","HAMRICK, JENNA",S,NC,0,DEM,OPEN,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Jenna Hamrick,Jenna,Hamrick,NC0
S2NC00448,WMPID4083,0,"","GRIFFITHS, BENJAMIN",S,NC,0,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Benjamin Griffiths,Benjamin,Griffiths,NC0
S2NC00463,WMPID3197,1,Y,"LANEY RODRIGUEZ, BRENDA",S,NC,0,IND,OPEN,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Brenda Laney Rodriguez,Brenda,Laney Rodriguez,NC0
