candidate_id,candidate,party,district,current_candidate,cyclecand,primary_results,crpico,fec_id,office,vs_candname,vs_race,vs_racecode,vs_filename,face_url,vs_canddetails,vs_statename,vs_filesize
N00046635,Paulette Jordan ,D,IDS1,Y,Y,,C,S0ID00180,IDS1,Paulette Jordan,"U.S. Senate
",S,USS_ID_PAULETTE_JORDAN.jpg,https://static.votesmart.org/static/canphoto/136969.jpg,"
                Paulette Jordan

                (Lost)

                Democratic
",IDAHO,4246
N00046636,Washington Blask ,D,MAS2,Y,Y,,C,S0MA00224,MAS2,,,,,NA,,,
N00046637,Kevin O'Connor_MA,R,MAS2,Y,Y,,C,S0MA00232,MAS2,,,,,NA,,,
N00046643,Tim Smith ,I,TXS1,Y,Y,,C,S0TX00415,TXS1,,,,,NA,,,
N00046645,Anthony Malgieri ,I,CO07,Y,Y,,C,H0CO07091,CO07,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Jul122020359AM_80182230_IMG_2159.JPG,,,
N00046646,Gary Adler ,R,FL05,Y,Y,W,C,H0FL05170,FL05,Gary Adler,"U.S. House
",H,USH_FL_GARY_ADLER.jpg,https://static.votesmart.org/static/canphoto/191317.jpg,"
                Gary Adler

                (Lost)

                Republican
",FLORIDA,4210
N00046649,Bill Garlington ,I,FL07,Y,Y,,C,H0FL07192,FL07,Bill Garlington,"U.S. House
",H,USH_FL_BILL_GARLINGTON.jpg,https://static.votesmart.org/static/canphoto/191321.jpg,"
                Bill Garlington

                (Lost)

                No Party Affiliation
",FLORIDA,3776
N00046651,Dennis Misigoy ,L,FL26,Y,Y,,C,H0FL26044,FL26,,,,,NA,,,
N00046652,Valbrun Almonord ,D,GA03,Y,Y,W,C,H0GA03074,GA03,Val Almonord,"U.S. House
",H,USH_GA_VAL_ALMONORD.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Val_Almonord.jpg,"
                Val Almonord

                (Lost)

                Democratic
",GEORGIA,243
N00046654,Andrew Clyde ,R,GA09,Y,Y,W,O,H0GA09246,GA09,Andrew Clyde,"U.S. House
",H,USH_GA_ANDREW_CLYDE.jpg,https://static.votesmart.org/static/canphoto/189770.jpg,"
                Andrew Clyde

                (Won)

                Republican
",GEORGIA,4475
N00046658,Idaho L Law ,L,ID02,Y,Y,,C,H0ID02111,ID02,,,,,NA,,,
N00046659,Ruth Pellegrini ,I,IL01,Y,Y,,C,H0IL01228,IL01,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/ruthpellegrini2.png,,,
N00046660,Brian Boeving ,3,IL12,Y,Y,,C,H0IL12118,IL12,,,,,NA,,,
N00046662,Nick Matthew ,D,MA04,Y,Y,,O,H0MA04234,MA04,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/NickMatthew2.jpg,,,
N00046663,Mark Sylvia ,D,MA09,Y,Y,,C,H0MA09068,MA09,,,,,NA,,,
N00046664,James Harris ,L,MI05,Y,Y,,C,H0MI05170,MI05,James Harris,"U.S. House
",H,USH_MI_JAMES_HARRIS.jpg,https://static.votesmart.org/static/canphoto/193563.jpg,"
                James Harris

                (Lost)

                Libertarian
",MICHIGAN,4431
N00046667,Linda Sawyer ,R,MI13,Y,Y,,C,H0MI13497,MI13,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/13139358_10154172660749241_605960920162112607_n.jpg,,,
N00046672,Gilead Towne ,R,NH02,Y,Y,,C,H0NH02280,NH02,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/gileadtowne.jpg,,,
N00046673,Billy Prempeh ,R,NJ09,Y,Y,W,C,H0NJ09200,NJ09,Billy Prempeh,"U.S. House
",H,USH_NJ_BILLY_PREMPEH.jpg,https://static.votesmart.org/static/canphoto/190413.jpg,"
                Billy Prempeh

                (Lost)

                Republican
",NEW JERSEY,3446
N00046674,Jen Zinone ,R,NJ10,Y,Y,W,C,H0NJ10232,NJ10,Jennifer Zinone,"U.S. House
",H,USH_NJ_JENNIFER_ZINONE.jpg,https://static.votesmart.org/static/canphoto/190417.jpg,"
                Jennifer Zinone

                (Lost)

                Republican
",NEW JERSEY,3744
N00046676,Lovelynn Gwinn ,R,NY13,Y,Y,W,C,H0NY13165,NY13,Lovelynn Gwinn,"U.S. House
",H,USH_NY_LOVELYNN_GWINN.jpg,https://static.votesmart.org/static/canphoto/191283.jpg,"
                Lovelynn Gwinn

                (Lost)

                Republican
",NEW YORK,3471
N00046678,Mike Raleigh ,3,NY26,Y,Y,W,C,H0NY26076,NY26,Mike Raleigh,"U.S. House
",H,USH_NY_MIKE_RALEIGH.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/MikeRaleigh.PNG,"
                Mike Raleigh

                (Lost)

                Green
",NEW YORK,243
N00046679,Ricky Donovan ,R,NY26,Y,Y,W,C,H0NY26084,NY26,"Ricky Donovan, Sr.","U.S. House
",H,USH_NY_RICKY_DONOVAN_SR.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/RickyDonovanSr.1.jpg,"
                Ricky Donovan, Sr.

                (Lost)

                Republican
",NEW YORK,243
N00046680,Kevin Kahn ,L,OH01,Y,Y,W,C,H0OH01115,OH01,Kevin Kahn,"U.S. House
",H,USH_OH_KEVIN_KAHN.jpg,https://static.votesmart.org/static/canphoto/189049.jpg,"
                Kevin Kahn

                (Lost)

                Libertarian
",OHIO,4044
N00046681,Patrick Shane Archer ,I,OR02,Y,Y,,O,H0OR02218,OR02,,,,,NA,,,
N00046686,Blair Nicole Walsingham ,D,TN01,Y,Y,W,O,H0TN01092,TN01,Blair Walsingham,"U.S. House
",H,USH_TN_BLAIR_WALSINGHAM.jpg,https://static.votesmart.org/static/canphoto/190529.jpg,"
                Blair Walsingham

                (Lost)

                Democratic
",TENNESSEE,4268
N00046688,Diana Harshbarger ,R,TN01,Y,Y,W,O,H0TN01118,TN01,Diana Harshbarger,"U.S. House
",H,USH_TN_DIANA_HARSHBARGER.jpg,https://static.votesmart.org/static/canphoto/190524.jpg,"
                Diana Harshbarger

                (Won)

                Republican
",TENNESSEE,5926
N00046693,Jennifer Sharon ,R,TX35,Y,Y,W,C,H0TX35064,TX35,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JennyGarciaSharon.jpg,,,
N00046694,Darren Parry ,D,UT01,Y,Y,,O,H0UT01213,UT01,Darren Parry,"U.S. House
",H,USH_UT_DARREN_PARRY.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Darren_Perry.jpeg,"
                Darren Parry

                (Lost)

                Democratic
",UTAH,243
N00046695,Devin Thorpe ,D,UT03,Y,Y,W,C,H0UT03193,UT03,Devin Thorpe,"U.S. House
",H,USH_UT_DEVIN_THORPE.jpg,https://static.votesmart.org/static/canphoto/191294.jpg,"
                Devin Thorpe

                (Lost)

                Democratic
",UTAH,5465
N00046698,Manga Anantatmula ,R,VA11,Y,Y,W,C,H0VA11127,VA11,Manga Anantatmula,"U.S. House
",H,USH_VA_MANGA_ANANTATMULA.jpg,https://static.votesmart.org/static/canphoto/190758.jpg,"
                Manga Anantatmula

                (Lost)

                Republican
",VIRGINIA,5035
N00046719,Jamesia James ,D,GAS2,Y,Y,,C,S0GA00609,GAS2,Jamesia James,"U.S. Senate
",S,USS_GA_JAMESIA_JAMES.jpg,https://static.votesmart.org/static/canphoto/189791.jpg,"
                Jamesia James

                (Lost)

                Democratic
",GEORGIA,4236
N00046720,John Fortuin ,3,GAS2,Y,Y,,C,S0GA00617,GAS2,John Fortuin,"U.S. Senate
",S,USS_GA_JOHN_FORTUIN.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/John_Fortuin.jpg,"
                John Fortuin

                (Lost)

                Green Party
",GEORGIA,243
N00046722,Antoine Pierce ,D,LAS1,Y,Y,,C,S0LA00311,LAS1,Antoine Pierce,"U.S. Senate
",S,USS_LA_ANTOINE_PIERCE.jpg,https://static.votesmart.org/static/canphoto/165571.jpg,"
                Antoine Pierce

                (Lost)

                Democratic
",LOUISIANA,4377
N00046723,Wendie Fredrickson ,3,MTS2,Y,Y,W,C,S0MT00165,MTS2,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/wfredrickson.jpg,,,
N00046725,Bob Walsh ,L,NMS2,Y,Y,,O,S0NM00132,NMS2,Bob Walsh,"U.S. Senate
",S,USS_NM_BOB_WALSH.jpg,https://static.votesmart.org/static/canphoto/121680.jpg,"
                Bob Walsh

                (Lost)

                Libertarian
",NEW MEXICO,3842
N00046735,Ran Petel ,R,CA14,Y,Y,W,C,H0CA14125,CA14,Ran Petel,"U.S. House
",H,USH_CA_RAN_PETEL.jpg,https://static.votesmart.org/static/canphoto/188624.jpg,"
                Ran Petel

                (Lost)

                Republican
",CALIFORNIA,4995
N00046760,Scott Franklin ,R,FL15,Y,Y,W,O,H0FL15104,FL15,Scott Franklin,"U.S. House
",H,USH_FL_SCOTT_FRANKLIN.jpg,https://static.votesmart.org/static/canphoto/191355.jpg,"
                Scott Franklin

                (Won)

                Republican
",FLORIDA,5131
N00046763,Lindsay Holliday ,D,GA08,Y,Y,W,C,H0GA08115,GA08,Lindsay Holliday,"U.S. House
",H,USH_GA_LINDSAY_HOLLIDAY.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Lindsay_Holliday1.jpg,"
                Lindsay Holliday

                (Lost)

                Democratic
",GEORGIA,243
N00046766,Joe Akana ,R,HI02,Y,Y,W,O,H0HI02213,HI02,Joe Akana,"U.S. House
",H,USH_HI_JOE_AKANA.jpg,https://static.votesmart.org/static/canphoto/192365.jpg,"
                Joe Akana

                (Lost)

                Republican
",HAWAII,5013
N00046772,Lance Harris ,R,LA05,Y,Y,,O,H0LA05112,LA05,Lance Harris,"U.S. House
",H,USH_LA_LANCE_HARRIS.jpg,https://static.votesmart.org/static/canphoto/134728.jpg,"
                Lance Harris

                (Won)

                Republican
",LOUISIANA,3927
N00046773,Luke Letlow ,R,LA05,Y,Y,,O,H0LA05120,LA05,Luke Letlow,"U.S. House
",H,USH_LA_LUKE_LETLOW.jpg,https://static.votesmart.org/static/canphoto/193816.jpg,"
                Luke Letlow

                (Won)

                Republican
",LOUISIANA,3887
N00046782,Robert Thomas ,R,NC04,Y,Y,W,C,H0NC04220,NC04,Robert Thomas,"U.S. House
",H,USH_NC_ROBERT_THOMAS.jpg,https://static.votesmart.org/static/canphoto/188561.jpg,"
                Robert Thomas

                (Lost)

                Republican
",NORTH CAROLINA,3356
N00046786,Christopher Ward ,D,NC07,Y,Y,W,C,H0NC07140,NC07,Chris Ward,"U.S. House
",H,USH_NC_CHRIS_WARD.jpg,https://static.votesmart.org/static/canphoto/188549.jpg,"
                Chris Ward

                (Lost)

                Democratic
",NORTH CAROLINA,4019
N00046790,Tamara Zwinak ,3,NC11,Y,Y,,O,H0NC11274,NC11,Tamara Zwinak,"U.S. House
",H,USH_NC_TAMARA_ZWINAK.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/TamaraZwinack.jpg,"
                Tamara Zwinak

                (Lost)

                Green Party
",NORTH CAROLINA,243
N00046791,Tracey Debruhl ,L,NC11,Y,Y,,O,H0NC11282,NC11,Tracey DeBruhl,"U.S. House
",H,USH_NC_TRACEY_DEBRUHL.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/TracyDeBruhl.PNG,"
                Tracey DeBruhl

                (Lost)

                Libertarian
",NORTH CAROLINA,243
N00046793,Steve Jones ,I,NM02,Y,Y,,C,H0NM02237,NM02,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/SteveJones_NMcongressionalCandidate.jpg,,,
N00046794,Richard Dunn ,I,NV02,Y,Y,,C,H0NV02225,NV02,,,,,NA,,,
N00046799,Kevin Wilson ,L,NY25,Y,Y,W,C,H0NY25102,NY25,Kevin Wilson,"U.S. House
",H,USH_NY_KEVIN_WILSON.jpg,https://static.votesmart.org/static/canphoto/191388.jpg,"
                Kevin Wilson

                (Lost)

                Libertarian
",NEW YORK,4486
N00046802,Steve Perkins ,L,OH04,Y,Y,W,C,H0OH04127,OH04,Steve Perkins,"U.S. House
",H,USH_OH_STEVE_PERKINS.jpg,https://static.votesmart.org/static/canphoto/189086.jpg,"
                Steve Perkins

                (Lost)

                Libertarian
",OHIO,4106
N00046804,Quentin Potter ,D,OH07,Y,Y,W,C,H0OH07153,OH07,Quentin Potter,"U.S. House
",H,USH_OH_QUENTIN_POTTER.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Quentin_Potter.jpg,"
                Quentin Potter

                (Lost)

                Democratic
",OHIO,243
N00046809,John Stewart ,L,OH12,Y,Y,W,C,H0OH12211,OH12,John Stewart,"U.S. House
",H,USH_OH_JOHN_STEWART.jpg,https://static.votesmart.org/static/canphoto/189075.jpg,"
                John Stewart

                (Lost)

                Libertarian
",OHIO,4317
N00046811,Michael Fricke ,L,OH13,Y,Y,W,C,H0OH13235,OH13,Michael Fricke,"U.S. House
",H,USH_OH_MICHAEL_FRICKE.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/MichaelFricke.jpg,"
                Michael Fricke

                (Lost)

                Libertarian
",OHIO,243
N00046813,Chris Christensen ,R,OR01,Y,Y,W,C,H0OR01194,OR01,Christopher Christensen,"U.S. House
",H,USH_OR_CHRISTOPHER_CHRISTENSEN.jpg,https://static.votesmart.org/static/canphoto/189844.jpg,"
                Christopher Christensen

                (Lost)

                Republican
",OREGON,3252
N00046824,Edward Small Jr ,3,TX09,Y,Y,,C,H0TX09226,TX09,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/EdwardSmallJr.jpg,,,
N00046834,Darren Hamilton ,L,TX24,Y,Y,,O,H0TX24274,TX24,Darren Hamilton,"U.S. House
",H,USH_TX_DARREN_HAMILTON.jpg,https://static.votesmart.org/static/canphoto/194676.jpg,"
                Darren Hamilton

                (Lost)

                Libertarian
",TEXAS,12189
N00046842,Dean Johnson ,R,WA10,Y,Y,,O,H0WA10091,WA10,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Dean_Johnson_WA.jpg,,,
N00046843,Derrick Van Orden ,R,WI03,Y,Y,W,C,H0WI03175,WI03,Derrick Van Orden,"U.S. House
",H,USH_WI_DERRICK_VAN_ORDEN.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Mar162020638PM_80182230_derrickvanordenportraitlarge.jpg,"
                Derrick Van Orden

                (Lost)

                Republican
",WISCONSIN,243
N00046851,Valencia Stovall ,I,GAS1,Y,Y,,C,S0GA00625,GAS1,Valencia Stovall,"U.S. Senate
",S,USS_GA_VALENCIA_STOVALL.jpg,https://static.votesmart.org/static/canphoto/142004.jpg,"
                Valencia Stovall

                (Lost)

                Independent
",GEORGIA,3516
N00046853,Jimmy Edwards ,L,MSS1,Y,Y,,C,S0MS00086,MSS1,Jimmy Edwards,"U.S. Senate
",S,USS_MS_JIMMY_EDWARDS.jpg,NA,"
                Jimmy Edwards

                (Lost)

                Libertarian
",MISSISSIPPI,243
N00046856,Kevin Hayes ,3,NCS1,Y,Y,,C,S0NC00400,NCS1,Kevin Hayes,"U.S. Senate
",S,USS_NC_KEVIN_HAYES.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/KevinEHayes.jpg,"
                Kevin Hayes

                (Lost)

                Constitution
",NORTH CAROLINA,243
N00046859,April Nesbit ,I,OKS2,Y,Y,,C,S0OK00404,OKS2,A. Nesbit,"U.S. Senate
",S,USS_OK_A_NESBIT.jpg,https://static.votesmart.org/static/canphoto/190773.jpg,"
                A. Nesbit

                (Lost)

                Independent
",OKLAHOMA,4093
N00046860,Casey Askar ,R,FL19,Y,Y,,O,H0FL19221,FL19,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Casey_Askar.jpg,,,
N00046861,Christopher Zannetos ,D,MA04,Y,Y,,O,H0MA04242,MA04,,,,,NA,,,
N00046862,Bobby Lyons ,I,TN09,Y,Y,,C,H0TN09103,TN09,Bobby Lyons,"U.S. House
",H,USH_TN_BOBBY_LYONS.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Bobby_Lyons.jpg,"
                Bobby Lyons

                (Lost)

                Independent
",TENNESSEE,243
N00046866,Veronica Fernandez ,I,NJS2,Y,Y,,C,S0NJ00258,NJS2,Veronica Fernandez,"U.S. Senate
",S,USS_NJ_VERONICA_FERNANDEZ.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Mar312020948PM_80182230_RoniSally055-min.jpg,"
                Veronica Fernandez

                (Lost)

                Independent
",NEW JERSEY,243
N00046870,Matthew Morris ,R,DE01,Y,Y,,C,H0DE01066,DE01,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/MatthewMorris1.jpg,,,
N00046877,Vic Degrammont ,R,FL20,Y,Y,,C,H0FL20153,FL20,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/DeGrammont.jpg,,,
N00046881,Angela Stanton-King ,R,GA05,Y,Y,W,O,H0GA05277,GA05,Angela Stanton-King,"U.S. House
",H,USH_GA_ANGELA_STANTON-KING.jpg,https://static.votesmart.org/static/canphoto/189756.jpg,"
                Angela Stanton-King

                (Lost)

                Republican
",GEORGIA,4372
N00046887,John Wells ,L,KY05,Y,Y,,C,H0KY05163,KY05,,,,,NA,,,
N00046889,Amber Ivey ,I,MD07,Y,Y,,C,H0MD07387,MD07,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/AmberIvey.jpeg,,,
N00046891,Carmelita Greco ,R,MI11,Y,Y,,C,H0MI11145,MI11,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/CarmelitaGreco1.jpg,,,
N00046892,Toya Woodland ,3,MN05,Y,Y,,C,H0MN05269,MN05,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Toya_Woodland.png,,,
N00046900,Douglas Tuman ,R,NY04,Y,Y,W,C,H0NY04156,NY04,Douglas Tuman,"U.S. House
",H,USH_NY_DOUGLAS_TUMAN.jpg,https://static.votesmart.org/static/canphoto/191239.jpg,"
                Douglas Tuman

                (Lost)

                Republican
",NEW YORK,3532
N00046904,Joanna Harbour ,R,OR03,Y,Y,W,C,H0OR03174,OR03,Joanna Harbour,"U.S. House
",H,USH_OR_JOANNA_HARBOUR.jpg,https://static.votesmart.org/static/canphoto/189860.jpg,"
                Joanna Harbour

                (Lost)

                Republican
",OREGON,4675
N00046905,Lee Griffin ,D,PA12,Y,Y,W,C,H0PA12199,PA12,Lee Griffin,"U.S. House
",H,USH_PA_LEE_GRIFFIN.jpg,https://static.votesmart.org/static/canphoto/189419.jpg,"
                Lee Griffin

                (Lost)

                Democratic
",PENNSYLVANIA,3122
N00046911,Meg Gorman ,D,TN03,Y,Y,W,C,H0TN03452,TN03,Meg Gorman,"U.S. House
",H,USH_TN_MEG_GORMAN.jpg,https://static.votesmart.org/static/canphoto/190534.jpg,"
                Meg Gorman

                (Lost)

                Democratic
",TENNESSEE,4218
N00046912,Trey Holcomb ,L,TX12,Y,Y,,C,H0TX12261,TX12,Trey Holcomb,"U.S. House
",H,USH_TX_TREY_HOLCOMB.jpg,https://static.votesmart.org/static/canphoto/194663.jpg,"
                Trey Holcomb

                (Lost)

                Libertarian
",TEXAS,5142
N00046913,Adam Martinez-Gomez ,I,TX20,Y,Y,,C,H0TX20199,TX20,,,,,NA,,,
N00046914,Christy Mowrey ,L,TX32,Y,Y,,C,H0TX32137,TX32,Christy Mowrey Peterson,"U.S. House
",H,USH_TX_CHRISTY_MOWREY_PETERSON.jpg,https://static.votesmart.org/static/canphoto/194673.jpg,"
                Christy Mowrey Peterson

                (Lost)

                Libertarian
",TEXAS,4248
N00046915,Renedria Ann Welton ,I,TX33,Y,Y,,C,H0TX33051,TX33,Renedria Welton,"U.S. House
",H,USH_TX_RENEDRIA_WELTON.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Renedria_Welton.png,"
                Renedria Welton

                (Lost)

                Independent
",TEXAS,243
N00046919,Steven Skelton ,L,WA01,Y,Y,,C,H0WA01116,WA01,,,,,NA,,,
N00046942,Brian Slowinski ,L,GAS2,Y,Y,,C,S0GA00633,GAS2,Brian Slowinski,"U.S. Senate
",S,USS_GA_BRIAN_SLOWINSKI.jpg,https://static.votesmart.org/static/canphoto/151221.jpg,"
                Brian Slowinski

                (Lost)

                Libertarian
",GEORGIA,4529
N00046944,Dartanyon Williams ,D,LAS1,Y,Y,,C,S0LA00329,LAS1,Dartanyon Williams,"U.S. House
",H,USH_LA_DARTANYON_WILLIAMS.jpg,https://static.votesmart.org/static/canphoto/193819.jpg,"
                Dartanyon Williams

                (Lost)

                Democratic
",LOUISIANA,4324
N00046948,Lloyd Williams ,I,SCS2,Y,Y,,C,S0SC00347,SCS2,,,,,NA,,,
N00046953,Kacey Morgan ,I,TNS2,Y,Y,,O,S0TN00292,TNS2,Kacey Morgan,"U.S. Senate
",S,USS_TN_KACEY_MORGAN.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Feb172020335PM_80182230_IMG_8342.jpg,"
                Kacey Morgan

                (Withdrawn)

                Independent
",TENNESSEE,243
N00046955,Ricardo Turullols-Bonilla ,I,TXS1,Y,Y,,C,S0TX00423,TXS1,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Ricardo-Turullols-Bonilla.jpg,,,
N00046957,Charleston Malkemus ,I,FL21,Y,Y,,C,H0FL21177,FL21,Charleston Malkemus,"U.S. House
",H,USH_FL_CHARLESTON_MALKEMUS.jpg,https://static.votesmart.org/static/canphoto/191383.jpg,"
                Charleston Malkemus

                (Lost)

                No Party Affiliation
",FLORIDA,4261
N00046958,Steven Pinckney ,R,MA05,Y,Y,,C,H0MA05124,MA05,,,,,NA,,,
N00046965,Lisa Garcia ,I,COS2,Y,Y,,C,S0CO00682,COS2,,,,,NA,,,
N00046966,Kandiss Taylor ,R,GAS2,Y,Y,,C,S0GA00641,GAS2,Kandiss Taylor,"U.S. Senate
",S,USS_GA_KANDISS_TAYLOR.jpg,https://static.votesmart.org/static/canphoto/189790.jpg,"
                Kandiss Taylor

                (Lost)

                Republican
",GEORGIA,5064
N00046967,Tiffany Bond ,I,MES2,Y,Y,,C,S0ME00160,MES2,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/BOND_Tiffany_resizedCopy.jpg,,,
N00046968,Daniel Burke ,I,NJS2,Y,Y,,C,S0NJ00266,NJS2,Daniel Burke,"U.S. Senate
",S,USS_NJ_DANIEL_BURKE.jpg,https://static.votesmart.org/static/canphoto/193545.jpg,"
                Daniel Burke

                (Lost)

                Independent
",NEW JERSEY,3765
N00046970,Kristy Thripp ,I,FL02,Y,Y,,C,H0FL02219,FL02,,,,,NA,,,
N00046971,Gerry Nolan ,I,FL06,Y,Y,,C,H0FL06145,FL06,Gerry Nolan,"U.S. House
",H,USH_FL_GERRY_NOLAN.jpg,https://static.votesmart.org/static/canphoto/194193.jpg,"
                Gerry Nolan

                (Lost)

                Write-In
",FLORIDA,4015
N00046975,Julie Hall ,R,MA04,Y,Y,,O,H0MA04259,MA04,Julie Hall,"U.S. House
",H,USH_MA_JULIE_HALL.jpg,https://static.votesmart.org/static/canphoto/173834.jpg,"
                Julie Hall

                (Lost)

                Republican
",MASSACHUSETTS,4337
N00046980,Lloyd Coker ,3,TX10,Y,Y,,C,H0TX10232,TX10,,,,,NA,,,
N00046981,Steven Sanders ,I,TX23,Y,Y,,C,H0TX23292,TX23,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/SandersIMG_0323.JPG,,,
N00046993,Danny Malouf ,L,ILS1,Y,Y,,C,S0IL00618,ILS1,Danny Malouf,"U.S. Senate
",S,USS_IL_DANNY_MALOUF.jpg,https://static.votesmart.org/static/canphoto/194767.jpg,"
                Danny Malouf

                (Lost)

                Libertarian
",ILLINOIS,3257
N00046994,Jason Buckley ,L,KSS1,Y,Y,,O,S0KS00356,KSS1,Jason Buckley,"U.S. Senate
",S,USS_KS_JASON_BUCKLEY.jpg,https://static.votesmart.org/static/canphoto/194205.jpg,"
                Jason Buckley

                (Lost)

                Libertarian
",KANSAS,3721
N00046996,Susan Good Giese ,L,MTS2,Y,Y,,C,S0MT00181,MTS2,Susan Geise,"U.S. Senate
",S,USS_MT_SUSAN_GEISE.jpg,NA,"
                Susan Geise

                (Withdrawn)

                Libertarian
",MONTANA,243
N00046999,Mary Fay ,R,CT01,Y,Y,,C,H0CT01126,CT01,Mary Fay,"U.S. House
",H,USH_CT_MARY_FAY.jpg,https://static.votesmart.org/static/canphoto/192707.jpg,"
                Mary Fay

                (Lost)

                Republican
",CONNECTICUT,4017
N00047000,Anne Kerner ,D,DE01,Y,Y,,C,H0DE01074,DE01,,,,,NA,,,
N00047003,Nicholas Jones ,R,ID01,Y,Y,,C,H0ID01303,ID01,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Mar272020325PM_80182230_NickJones.jpg,,,
N00047006,Natalia Linos ,D,MA04,Y,Y,,O,H0MA04267,MA04,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/NataliaLinos.jpg,,,
N00047009,Dennis Grace ,L,NE01,Y,Y,,C,H0NE01146,NE01,"Dennis Grace, Jr.","U.S. House
",H,USH_NE_DENNIS_GRACE_JR.jpg,https://static.votesmart.org/static/canphoto/189646.jpg,"
                Dennis Grace, Jr.

                (Lost)

                Libertarian
",NEBRASKA,4163
N00047010,Tyler Schaeffer ,L,NE02,Y,Y,,C,H0NE02193,NE02,Tyler Schaeffer,"U.S. House
",H,USH_NE_TYLER_SCHAEFFER.jpg,NA,"
                Tyler Schaeffer

                (Lost)

                Libertarian
",NEBRASKA,243
N00047014,Dustin C. Hobbs ,L,NE03,Y,Y,,C,H0NE03258,NE03,Dustin Hobbs,"U.S. House
",H,USH_NE_DUSTIN_HOBBS.jpg,NA,"
                Dustin Hobbs

                (Lost)

                Libertarian
",NEBRASKA,243
N00047016,Philip MacRuari ,I,NY02,Y,Y,,O,H0NY02291,NY02,Philip MacRuari,"U.S. House
",H,USH_NY_PHILIP_MACRUARI.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/PhillipMacRuari.jpeg,"
                Philip MacRuari

                (Withdrawn)

                Green Party
",NEW YORK,243
N00047019,Alex Spenser ,D,OR02,Y,Y,W,O,H0OR02267,OR02,Alex Spenser,"U.S. House
",H,USH_OR_ALEX_SPENSER.jpg,https://static.votesmart.org/static/canphoto/189856.jpg,"
                Alex Spenser

                (Lost)

                Democratic
",OREGON,4713
N00047024,Jason Ross ,R,TX04,Y,Y,,O,H0TX04177,TX04,,,,,NA,,,
N00047025,Trace Johannesen ,R,TX04,Y,Y,,O,H0TX04185,TX04,,,,,NA,,,
N00047028,Rob Latham ,L,UT02,Y,Y,,C,H0UT02328,UT02,James Robert Latham,"U.S. House
",H,USH_UT_JAMES_ROBERT_LATHAM.jpg,https://static.votesmart.org/static/canphoto/25603.jpg,"
                James Robert Latham

                (Lost)

                Libertarian
",UTAH,3624
N00047029,Daniel Clyde Cummings ,3,UT03,Y,Y,,C,H0UT03235,UT03,Daniel Cummings,"U.S. House
",H,USH_UT_DANIEL_CUMMINGS.jpg,https://static.votesmart.org/static/canphoto/143361.jpg,"
                Daniel Cummings

                (Lost)

                Constitution
",UTAH,4226
