wmpid,full_name,opponents,opponent_names
WMPID1989,Joseph Destin,WMPID4165|WMPID2154|WMPID2987|WMPID5009|WMPID1516,Peter John Griffin|Gretchen Rae Lowe|Adam Laxalt|Joseph Destin|Barry Lindemann|Catherine Cortez Masto
WMPID5009,Barry Lindemann,WMPID4165|WMPID2154|WMPID2987|WMPID1989|WMPID1516,Peter John Griffin|Gretchen Rae Lowe|Adam Laxalt|Joseph Destin|Barry Lindemann|Catherine Cortez Masto
WMPID3120,Diane Wilson Sare,WMPID3922|WMPID468|WMPID3228|WMPID3108|WMPID4034|WMPID2324|WMPID1547,Diane Wilson Sare|Joel Anabilah-Azumah|Luca Nascimbene|Mohammad Mokhtar Ahmed|Joseph III Pinion|Walter Joseph Masterson|Vivika Alexander|Charles Schumer
WMPID3922,Joel Anabilah-Azumah,WMPID3120|WMPID468|WMPID3228|WMPID3108|WMPID4034|WMPID2324|WMPID1547,Diane Wilson Sare|Joel Anabilah-Azumah|Luca Nascimbene|Mohammad Mokhtar Ahmed|Joseph III Pinion|Walter Joseph Masterson|Vivika Alexander|Charles Schumer
WMPID468,Luca Nascimbene,WMPID3120|WMPID3922|WMPID3228|WMPID3108|WMPID4034|WMPID2324|WMPID1547,Diane Wilson Sare|Joel Anabilah-Azumah|Luca Nascimbene|Mohammad Mokhtar Ahmed|Joseph III Pinion|Walter Joseph Masterson|Vivika Alexander|Charles Schumer
WMPID3228,Mohammad Mokhtar Ahmed,WMPID3120|WMPID3922|WMPID468|WMPID3108|WMPID4034|WMPID2324|WMPID1547,Diane Wilson Sare|Joel Anabilah-Azumah|Luca Nascimbene|Mohammad Mokhtar Ahmed|Joseph III Pinion|Walter Joseph Masterson|Vivika Alexander|Charles Schumer
WMPID3108,Joseph III Pinion,WMPID3120|WMPID3922|WMPID468|WMPID3228|WMPID4034|WMPID2324|WMPID1547,Diane Wilson Sare|Joel Anabilah-Azumah|Luca Nascimbene|Mohammad Mokhtar Ahmed|Joseph III Pinion|Walter Joseph Masterson|Vivika Alexander|Charles Schumer
WMPID4034,Walter Joseph Masterson,WMPID3120|WMPID3922|WMPID468|WMPID3228|WMPID3108|WMPID2324|WMPID1547,Diane Wilson Sare|Joel Anabilah-Azumah|Luca Nascimbene|Mohammad Mokhtar Ahmed|Joseph III Pinion|Walter Joseph Masterson|Vivika Alexander|Charles Schumer
WMPID2324,Vivika Alexander,WMPID3120|WMPID3922|WMPID468|WMPID3228|WMPID3108|WMPID4034|WMPID1547,Diane Wilson Sare|Joel Anabilah-Azumah|Luca Nascimbene|Mohammad Mokhtar Ahmed|Joseph III Pinion|Walter Joseph Masterson|Vivika Alexander|Charles Schumer
WMPID4091,Dominic James Jr. Lacavera,WMPID3360|WMPID1763|WMPID3217|WMPID3111|WMPID3328|WMPID3267|WMPID3936,Dominic James Jr. Lacavera|Shawn Mousourakis|Eric Richard Reverend Meiring|Timothy Ryan|Samuel Ronan|J D Vance|Robert William Graham|Chad Alan Taylor
WMPID3360,Shawn Mousourakis,WMPID4091|WMPID1763|WMPID3217|WMPID3111|WMPID3328|WMPID3267|WMPID3936,Dominic James Jr. Lacavera|Shawn Mousourakis|Eric Richard Reverend Meiring|Timothy Ryan|Samuel Ronan|J D Vance|Robert William Graham|Chad Alan Taylor
WMPID1763,Eric Richard Reverend Meiring,WMPID4091|WMPID3360|WMPID3217|WMPID3111|WMPID3328|WMPID3267|WMPID3936,Dominic James Jr. Lacavera|Shawn Mousourakis|Eric Richard Reverend Meiring|Timothy Ryan|Samuel Ronan|J D Vance|Robert William Graham|Chad Alan Taylor
WMPID3217,Timothy Ryan,WMPID4091|WMPID3360|WMPID1763|WMPID3111|WMPID3328|WMPID3267|WMPID3936,Dominic James Jr. Lacavera|Shawn Mousourakis|Eric Richard Reverend Meiring|Timothy Ryan|Samuel Ronan|J D Vance|Robert William Graham|Chad Alan Taylor
WMPID3111,Samuel Ronan,WMPID4091|WMPID3360|WMPID1763|WMPID3217|WMPID3328|WMPID3267|WMPID3936,Dominic James Jr. Lacavera|Shawn Mousourakis|Eric Richard Reverend Meiring|Timothy Ryan|Samuel Ronan|J D Vance|Robert William Graham|Chad Alan Taylor
WMPID3328,J D Vance,WMPID4091|WMPID3360|WMPID1763|WMPID3217|WMPID3111|WMPID3267|WMPID3936,Dominic James Jr. Lacavera|Shawn Mousourakis|Eric Richard Reverend Meiring|Timothy Ryan|Samuel Ronan|J D Vance|Robert William Graham|Chad Alan Taylor
WMPID3267,Robert William Graham,WMPID4091|WMPID3360|WMPID1763|WMPID3217|WMPID3111|WMPID3328|WMPID3936,Dominic James Jr. Lacavera|Shawn Mousourakis|Eric Richard Reverend Meiring|Timothy Ryan|Samuel Ronan|J D Vance|Robert William Graham|Chad Alan Taylor
WMPID3936,Chad Alan Taylor,WMPID4091|WMPID3360|WMPID1763|WMPID3217|WMPID3111|WMPID3328|WMPID3267,Dominic James Jr. Lacavera|Shawn Mousourakis|Eric Richard Reverend Meiring|Timothy Ryan|Samuel Ronan|J D Vance|Robert William Graham|Chad Alan Taylor
WMPID3332,Jason Bollinger,WMPID3844|WMPID1756|WMPID4906|WMPID1492,Jason Bollinger|Madison Horn|Kenneth Blevins|Michael Delaney|James Lankford
WMPID3844,Madison Horn,WMPID3332|WMPID1756|WMPID4906|WMPID1492,Jason Bollinger|Madison Horn|Kenneth Blevins|Michael Delaney|James Lankford
WMPID834,Markwayne Mullin,WMPID1214|WMPID5129|WMPID1518,Markwayne Mullin|Kendra Horn|Ray Woods|Robert T. Murphy
WMPID1214,Kendra Horn,WMPID834|WMPID5129|WMPID1518,Markwayne Mullin|Kendra Horn|Ray Woods|Robert T. Murphy
WMPID1756,Kenneth Blevins,WMPID3332|WMPID3844|WMPID4906|WMPID1492,Jason Bollinger|Madison Horn|Kenneth Blevins|Michael Delaney|James Lankford
WMPID4906,Michael Delaney,WMPID3332|WMPID3844|WMPID1756|WMPID1492,Jason Bollinger|Madison Horn|Kenneth Blevins|Michael Delaney|James Lankford
WMPID2221,Dan Pulju,WMPID1753|WMPID5125|WMPID1493|WMPID1519,Dan Pulju|Michael Kurt Stettler|Chris Henry|Jo Rae Perkins|Ron Wyden
WMPID1753,Michael Kurt Stettler,WMPID2221|WMPID5125|WMPID1493|WMPID1519,Dan Pulju|Michael Kurt Stettler|Chris Henry|Jo Rae Perkins|Ron Wyden
WMPID5125,Chris Henry,WMPID2221|WMPID1753|WMPID1493|WMPID1519,Dan Pulju|Michael Kurt Stettler|Chris Henry|Jo Rae Perkins|Ron Wyden
WMPID2723,Everett Stern,WMPID1790|WMPID3219|WMPID4173|WMPID2065,Everett Stern|Mehmet Oz|Quincy Magee|Erik Gerhardt|John Karl Fetterman
WMPID1790,Mehmet Oz,WMPID2723|WMPID3219|WMPID4173|WMPID2065,Everett Stern|Mehmet Oz|Quincy Magee|Erik Gerhardt|John Karl Fetterman
WMPID3219,Quincy Magee,WMPID2723|WMPID1790|WMPID4173|WMPID2065,Everett Stern|Mehmet Oz|Quincy Magee|Erik Gerhardt|John Karl Fetterman
WMPID4173,Erik Gerhardt,WMPID2723|WMPID1790|WMPID3219|WMPID2065,Everett Stern|Mehmet Oz|Quincy Magee|Erik Gerhardt|John Karl Fetterman
WMPID2117,Krystle Matthews,WMPID4327|WMPID3203|WMPID3780|WMPID5066|WMPID1495,Krystle Matthews|Larry Jr Adams|William Wise Murray Iv|Nate Dixon|Jesse Harper|Tim Scott
WMPID4327,Larry Jr Adams,WMPID2117|WMPID3203|WMPID3780|WMPID5066|WMPID1495,Krystle Matthews|Larry Jr Adams|William Wise Murray Iv|Nate Dixon|Jesse Harper|Tim Scott
WMPID3203,William Wise Murray Iv,WMPID2117|WMPID4327|WMPID3780|WMPID5066|WMPID1495,Krystle Matthews|Larry Jr Adams|William Wise Murray Iv|Nate Dixon|Jesse Harper|Tim Scott
WMPID3780,Nate Dixon,WMPID2117|WMPID4327|WMPID3203|WMPID5066|WMPID1495,Krystle Matthews|Larry Jr Adams|William Wise Murray Iv|Nate Dixon|Jesse Harper|Tim Scott
WMPID5066,Jesse Harper,WMPID2117|WMPID4327|WMPID3203|WMPID3780|WMPID1495,Krystle Matthews|Larry Jr Adams|William Wise Murray Iv|Nate Dixon|Jesse Harper|Tim Scott
WMPID1465,John Thune,WMPID2037|WMPID5113,John Thune|Brian Bengs|Tamara Lesnar
WMPID2037,Brian Bengs,WMPID1465|WMPID5113,John Thune|Brian Bengs|Tamara Lesnar
WMPID5113,Tamara Lesnar,WMPID1465|WMPID2037,John Thune|Brian Bengs|Tamara Lesnar
WMPID3978,David Evan Mcmullin,WMPID1445|WMPID4530|WMPID4261|WMPID4959,Mike Lee|David Evan Mcmullin|Tommy Williams|James Arthur Hansen|Michael Joseph Seguin
WMPID4530,Tommy Williams,WMPID1445|WMPID3978|WMPID4261|WMPID4959,Mike Lee|David Evan Mcmullin|Tommy Williams|James Arthur Hansen|Michael Joseph Seguin
WMPID4261,James Arthur Hansen,WMPID1445|WMPID3978|WMPID4530|WMPID4959,Mike Lee|David Evan Mcmullin|Tommy Williams|James Arthur Hansen|Michael Joseph Seguin
WMPID4959,Michael Joseph Seguin,WMPID1445|WMPID3978|WMPID4530|WMPID4261,Mike Lee|David Evan Mcmullin|Tommy Williams|James Arthur Hansen|Michael Joseph Seguin
WMPID4493,C. Mark Coester,WMPID4322|WMPID1029|WMPID3158|WMPID3442|WMPID4168|WMPID1273|WMPID5029,C. Mark Coester|Brock Pierce|Peter Welch|Kerry Raheb|Christopher Joseph Helali|Gerald Malloy|Cris Ericson|Martha Abbott
WMPID4322,Brock Pierce,WMPID4493|WMPID1029|WMPID3158|WMPID3442|WMPID4168|WMPID1273|WMPID5029,C. Mark Coester|Brock Pierce|Peter Welch|Kerry Raheb|Christopher Joseph Helali|Gerald Malloy|Cris Ericson|Martha Abbott
WMPID1029,Peter Welch,WMPID4493|WMPID4322|WMPID3158|WMPID3442|WMPID4168|WMPID1273|WMPID5029,C. Mark Coester|Brock Pierce|Peter Welch|Kerry Raheb|Christopher Joseph Helali|Gerald Malloy|Cris Ericson|Martha Abbott
WMPID3158,Kerry Raheb,WMPID4493|WMPID4322|WMPID1029|WMPID3442|WMPID4168|WMPID1273|WMPID5029,C. Mark Coester|Brock Pierce|Peter Welch|Kerry Raheb|Christopher Joseph Helali|Gerald Malloy|Cris Ericson|Martha Abbott
WMPID3442,Christopher Joseph Helali,WMPID4493|WMPID4322|WMPID1029|WMPID3158|WMPID4168|WMPID1273|WMPID5029,C. Mark Coester|Brock Pierce|Peter Welch|Kerry Raheb|Christopher Joseph Helali|Gerald Malloy|Cris Ericson|Martha Abbott
WMPID4168,Gerald Malloy,WMPID4493|WMPID4322|WMPID1029|WMPID3158|WMPID3442|WMPID1273|WMPID5029,C. Mark Coester|Brock Pierce|Peter Welch|Kerry Raheb|Christopher Joseph Helali|Gerald Malloy|Cris Ericson|Martha Abbott
WMPID1273,Cris Ericson,WMPID4493|WMPID4322|WMPID1029|WMPID3158|WMPID3442|WMPID4168|WMPID5029,C. Mark Coester|Brock Pierce|Peter Welch|Kerry Raheb|Christopher Joseph Helali|Gerald Malloy|Cris Ericson|Martha Abbott
WMPID5029,Martha Abbott,WMPID4493|WMPID4322|WMPID1029|WMPID3158|WMPID3442|WMPID4168|WMPID1273,C. Mark Coester|Brock Pierce|Peter Welch|Kerry Raheb|Christopher Joseph Helali|Gerald Malloy|Cris Ericson|Martha Abbott
WMPID1469,Patty Murray,WMPID2158,Patty Murray|Tiffany Smiley
WMPID2158,Tiffany Smiley,WMPID1469,Patty Murray|Tiffany Smiley
WMPID3887,Samuel Nicholas D?Amico,WMPID1450|WMPID2352|WMPID4650,Ron Johnson|Samuel Nicholas D?Amico|Scott Alan Aubart|Mandela Barnes
WMPID2352,Scott Alan Aubart,WMPID1450|WMPID3887|WMPID4650,Ron Johnson|Samuel Nicholas D?Amico|Scott Alan Aubart|Mandela Barnes
WMPID4650,Mandela Barnes,WMPID1450|WMPID3887|WMPID2352,Ron Johnson|Samuel Nicholas D?Amico|Scott Alan Aubart|Mandela Barnes
WMPID1471,Lisa Murkowski,WMPID4671|WMPID4828|WMPID4999,Kelly Tshibaka|Patricia Chesbro|Buzz Kelley|Lisa Murkowski
WMPID1478,Brian Schatz,WMPID2612|WMPID3712|WMPID4797|WMPID4847,Robert Mcdermott|Feena Bonoan|Emma Jane Avila Pohlman|Daniel Burt IV Decker|Brian Schatz
WMPID1481,John Kennedy,WMPID1370|WMPID2339|WMPID4438|WMPID4532|WMPID4727|WMPID3983|WMPID4822|WMPID1507|WMPID4986,Xan John|Nicholas Parham|Luke Mixon|Michael Dukes Victorian|Gary Jr. Chambers|Syrita Steib|Albert Kyder|Vinny Mendoza|John Kennedy|Brannon Mcmorris
WMPID4986,Brannon Mcmorris,WMPID1370|WMPID2339|WMPID4438|WMPID4532|WMPID4727|WMPID3983|WMPID4822|WMPID1507|WMPID1481,Xan John|Nicholas Parham|Luke Mixon|Michael Dukes Victorian|Gary Jr. Chambers|Syrita Steib|Albert Kyder|Vinny Mendoza|John Kennedy|Brannon Mcmorris
WMPID1492,James Lankford,WMPID3332|WMPID3844|WMPID1756|WMPID4906,Jason Bollinger|Madison Horn|Kenneth Blevins|Michael Delaney|James Lankford
WMPID5129,Ray Woods,WMPID834|WMPID1214|WMPID1518,Markwayne Mullin|Kendra Horn|Ray Woods|Robert T. Murphy
WMPID1493,Jo Rae Perkins,WMPID2221|WMPID1753|WMPID5125|WMPID1519,Dan Pulju|Michael Kurt Stettler|Chris Henry|Jo Rae Perkins|Ron Wyden
WMPID1495,Tim Scott,WMPID2117|WMPID4327|WMPID3203|WMPID3780|WMPID5066,Krystle Matthews|Larry Jr Adams|William Wise Murray Iv|Nate Dixon|Jesse Harper|Tim Scott
WMPID1504,Tammy Duckworth,WMPID3751|WMPID4183|WMPID2659|WMPID2419,Daniel Hauskins|William Redpath|Kathy Raye Salvi|Bradley Lamar Jr. Horges|Tammy Duckworth
WMPID1505,Todd Young,WMPID4510|WMPID3496|WMPID241|WMPID1575|WMPID3441,Haneefah Khaaliq|Jason Gabehart|Ellen Kizik|Thomas Jr Mcdermott|James Sceniak|Todd Young
WMPID1510,Chris Van Hollen,WMPID4810,Chris Van Hollen|Chris Chaffee
WMPID4810,Chris Chaffee,WMPID1510,Chris Van Hollen|Chris Chaffee
WMPID1514,Margaret Hassan,WMPID1405|WMPID2496,Don Bolduc|Jeremy Kauffman|Margaret Hassan
WMPID1516,Catherine Cortez Masto,WMPID4165|WMPID2154|WMPID2987|WMPID1989|WMPID5009,Peter John Griffin|Gretchen Rae Lowe|Adam Laxalt|Joseph Destin|Barry Lindemann|Catherine Cortez Masto
WMPID1518,Robert T. Murphy,WMPID834|WMPID1214|WMPID5129,Markwayne Mullin|Kendra Horn|Ray Woods|Robert T. Murphy
WMPID1519,Ron Wyden,WMPID2221|WMPID1753|WMPID5125|WMPID1493,Dan Pulju|Michael Kurt Stettler|Chris Henry|Jo Rae Perkins|Ron Wyden
WMPID2065,John Karl Fetterman,WMPID2723|WMPID1790|WMPID3219|WMPID4173,Everett Stern|Mehmet Oz|Quincy Magee|Erik Gerhardt|John Karl Fetterman
WMPID1531,Mike Crapo,WMPID2511|WMPID2576|WMPID3320,Scott Oh Cleveland|David Jordan Roth|Carta Reale Sierra|Mike Crapo
WMPID1547,Charles Schumer,WMPID3120|WMPID3922|WMPID468|WMPID3228|WMPID3108|WMPID4034|WMPID2324,Diane Wilson Sare|Joel Anabilah-Azumah|Luca Nascimbene|Mohammad Mokhtar Ahmed|Joseph III Pinion|Walter Joseph Masterson|Vivika Alexander|Charles Schumer
